Dataset,Code,Project,sha,owner,project,sha-p,sha-reg,sha-reg-p,reg
SECBENCH,CVE-2016-7053,https://github.com/openssl/openssl,f962541d0be200055e508641ddf3a8ec8819e4df,openssl,openssl,bf52165bda53524a267c784696bd074111a2f178,5c0d0c86af11807e4eafbbfca9dd7f74ac77ef96,4fc56f902236a94f09a3d4d7b061a64bdee76779,FOUND
SECBENCH,CVE-2016-2181,https://github.com/openssl/openssl,1fb9fdc3027b27d8eb6a1e6a846435b070980770,openssl,openssl,ac9fc67a488427bc3e987f5a4c235e8fbeedf711,0efa0ba4e664d6d3dab1ec2b9bce3b39696f4ac7,1c1e4160e069818a0f9ebf080f57ac5282ae1bff,FOUND
SECBENCH,,https://github.com/openssl/openssl,5b0b0e98cec653ae1e65e2251c3e0fc273945df5,openssl,openssl,d5234c7b3a4ebcd6dcc31a042838d90a27b57c82,b2b4dfcca6cf2230107a711f7af1cd8ee3f74229,fc1d73bb0c4f2977c999031debc7946c9b29fc8b,FOUND
SECBENCH,CVE-2014-3506,https://github.com/openssl/openssl,1250f12613b61758675848f6600ebd914ccd7636,openssl,openssl,11e7982a7cc6cbbcbb13046ceed37639c26a0bc1,46c42e78ffe1435ef9584bc5ba1a3e12c8b146c8,ee2b8ed2f535660950ceefb21de62d880bcf7f34,FOUND
SECBENCH,CVE-2010-0740,https://github.com/openssl/openssl,3e8b6485b342d70e980418bc4bb2c60148d844d8,openssl,openssl,f2e8488b8521e133f4f6da8dba635c57d1387990,d420729b9e709b7a6fc227a073f526d86d8767e6,082193ef2b25cf16ec51af9dc9f0ee890beb38b9,FOUND
SECBENCH,CVE-2015-1787,https://github.com/openssl/openssl,d3cc5e610d1719a35cda52c9152134b490a8c944,openssl,openssl,34e3edbf3a10953cb407288101fd56a629af22f9,c21869fb07ea02ffd46e817caeb47d85a85ee8ef,9a0c776c605f7dcf70837239fea256ff6d1df663,FOUND
SECBENCH,CVE-2006-4339,https://github.com/openssl/openssl,b79aa05e3babdbab92c6356f6e51f7bb43c41576,openssl,openssl,500b5a181df0e8e442e4cbf954213ff886b29df3,8cebec9802deb5c65c16c208d9042f6e4c335d7c,0209d1605d743be2b4b30312cb5b068501faddaf,FOUND
SECBENCH,CVE-2016-6304,https://github.com/openssl/openssl,e408c09bbf7c3057bda4b8d20bec1b3a7771c15b,openssl,openssl,a449b47c7d8e20efc8cc524ed695a060b11ef889,33ac8b31392c33d78a5b8d6188fe8e26f94544df,244847591f359be542d8d0fe995c349103cc7ac6,FOUND
SECBENCH,CVE-2016-0798,https://github.com/openssl/openssl,380f18ed5f140e0ae1b68f3ab8f4f7c395658d9e,openssl,openssl,37529928faa8456e85a9c5ad9255517da8dd0c61,60eba30f60de55e3c782469fa555eede82606099,eee9552212ecc9e19bc09ea8a1b8428dc7394f45,FOUND
SECBENCH,CVE-2014-2970,https://github.com/openssl/openssl,80bd7b41b30af6ee96f519e629463583318de3b0,openssl,openssl,fb0bc2b273bcc2d5401dd883fe869af4fc74bb21,76b2a0227433af6c100aadf9a3df78ea4d52803a,7a5233118ca655ab69387423e26ffb9de20dbaa5,FOUND
SECBENCH,CVE-2015-0206,https://github.com/openssl/openssl,103b171d8fc282ef435f8de9afbf7782e312961f,openssl,openssl,1421e0c584ae9120ca1b88098f13d6d2e90b83a3,cb6afcd6ee0c0d66fae62e13fe5966171992f81c,c4d2e483a39176a476c56d35879423fe6e33c0cd,FOUND
SECBENCH,CVE-2014-0224,https://github.com/openssl/openssl,a91be10833e61bcdc9002de28489405101c52650,openssl,openssl,a7c682fb6f692c9a3868777a7ff305784714c131,78e91586fbeb2c3a54d2a8a28dadeeb1eb0f57a8,35d2e3275f9b313ed63754641118ecbbc7873413,FOUND
SECBENCH,CVE-2016-2106,https://github.com/openssl/openssl,3f3582139fbb259a1c3cbb0a25236500a409bf26,openssl,openssl,05aef4bbdbc18e7b9490512cdee41e8a608bcc0e,28bd8e945ff0bf50183af2481cc36180fbccaedb,14c4201958152392941615626da5d2800c98e943,FOUND
SECBENCH,CVE-2017-3733,https://github.com/openssl/openssl,cc22cd546bd0b0e1b55c1835403ab564d5f30581,openssl,openssl,7b3a4d610731929d4fde15411f9be9b883974980,52664f5081939c96c5867fd02278f7575f1cab2d,a716d727347d6cd81534327901b509c6f5763f83,FOUND
SECBENCH,CVE-2016-2179,https://github.com/openssl/openssl,f5c7f5dfbaf0d2f7d946d0fe86f08e6bcb36ed0d,openssl,openssl,5dfd03812c54ca72d5e4f3d866f270257e6af082,b88606c28e430e3d10a431a646a0d95a69c5255e,2ea6abf6e50e9cb7da60562c9aa6d3fae88f46b7,FOUND
SECBENCH,CVE-2016-6308,https://github.com/openssl/openssl,48c054fec3506417b2598837b8062aae7114c200,openssl,openssl,c1ef7c971d0bbf117c3c80f65b5875e2e7b024b1,5f5840139e3f3ef5681713c6196f93034d9d19f4,7d672984f4dc6a87cb0c7d99279c6175fcdc3ad0,FOUND
SECBENCH,CVE-2016-2179,https://github.com/openssl/openssl,5cb4d6466a14665f8cd659b6dd7746183f2c60bd,openssl,openssl,f5c7f5dfbaf0d2f7d946d0fe86f08e6bcb36ed0d,3d32218812e87221344f2985512e42e4aaa88745,652d4a8c83f1dd33b2e617e8cc7d0cfea3d0aedf,FOUND
SECBENCH,CVE-2015-1793,https://github.com/openssl/openssl,2aacec8f4a5ba1b365620a7b17fcce311ada93ad,openssl,openssl,9cf315ef90d0cfeb8bb7a38873eea07a8f0dffec,651edc0d19c301756aab80141202d2139682ba93,635bd409b354a6444728bb4ddf07272cf58e1cc9,FOUND
SECBENCH,CVE-2014-3507,https://github.com/openssl/openssl,d0a4b7d1a2948fce38515b8d862f43e7ba0ebf74,openssl,openssl,1250f12613b61758675848f6600ebd914ccd7636,88b8d83e9e8869c60c556a86bee09f92c56c5a64,2cb8445ab56f3962f887589fb211c8777a5032c6,FOUND
SECBENCH,CVE-2015-0290,https://github.com/openssl/openssl,1d2a18dc5a3b3363e17db5af8b6b0273856ac077,openssl,openssl,7ead0c89185c46378e3ed85c0012d083f4b3039b,9c2e306af35c7189370fe65c9c52548660142a01,fb92ba64a06bd30e40e3a0eadd6b09277ed95cae,FOUND
SECBENCH,CVE-2016-6305,https://github.com/openssl/openssl,b8d243956296458d1782af0d6e7ecfe6deae038a,openssl,openssl,c31dbed70c0be1578276367a1ba420ac935d0c68,c81ccaddad0972c1eb0c56ad473448988fbc75ed,fc450b24b4e1d6e8602905290af5aa6de9f46b8c,FOUND
SECBENCH,CVE-2015-1794,https://github.com/openssl/openssl,61e72d761c945e128ca13599a98a187ac23650dd,openssl,openssl,870063c83db6514b0cb637b86cadbc9f5c2270a9,b50052dbe822271c9d7b2559a38a127fca87e4ab,ba7407002d899b614d4728da9004594f947ff3da,FOUND
SECBENCH,,https://github.com/openssl/openssl,e5cb2603652b868225adc1db3db531a07c13b562,openssl,openssl,6aecef815c3c989f6fa2a7b6edf2984e76306622,0ddd3ea217f32edf07653316997dc1e523eada5e,6a8517f2746a5f58cf1c1173fbb771dbe92d2c64,FOUND
SECBENCH,CVE-2016-6307,https://github.com/openssl/openssl,c1ef7c971d0bbf117c3c80f65b5875e2e7b024b1,openssl,openssl,41bff723c6784cc846054a4fd4add6dbec8c2c64,042a93e443732418df4714d217ccc0b35cdc4eb5,cbb448c9457cbd17dc58cf4bcae23dda261a3934,FOUND
SECBENCH,,https://github.com/openstack/nova,2ffcf18d00eff6fb0777769469c4aa5ac7bbb6c9,openstack,nova,bf70df295b0529da9f4381f52fc94d328fa2fdb3,74b7b19b9af570dd68179cd9638d8cb6218ba907,06e540696670b875d29fbb73b12d8aa8b4eece04,FOUND
SECBENCH,,https://github.com/openstack/nova,4a60c6a655006b2882331844664fac5cf67c5f34,openstack,nova,62d4d458d6e048eaeaf2621d8a70969b71c6d235,9ce24afab007a9b5144c8c8a8f2fcc4157ba34d7,c400024de45073ccc23a6738c78518365a511562,FOUND
SECBENCH,,https://github.com/openstack/nova,f21d8510bb3f55b2b76aab251b0427dbfa69c5d9,openstack,nova,937e8fae0237aed835ab2a55b4d4f0885a04f1d5,ddfffc48771d8992f4555719a6687a6ff07cb7c9,1597d382357fe4a8d5b5b885541fe2d4db931823,FOUND
SECBENCH,,https://github.com/openstack/nova,1ea998649058f78f63a167dd697cf5f6732596ff,openstack,nova,f9d23c69e25a2ce5e8c3a37d1e771d02c43cbfb5,e779ceb1447d954b250c75d9a59ac7ff842219ab,e7053495883c7d6bd13bc0e189fc739af4c62b7f,FOUND
SECBENCH,,https://github.com/openstack/nova,fdb73a2d445971c6158a80692c6f74094fd4193a,openstack,nova,e5ed57dc3f93164ee8c09b13c60e7712736ad58a,bb19d5a60d9630697d4447bdf187827e039fbe3b,7646c2831540bfc1f9914e7a85f1891e796d3180,FOUND
SECBENCH,,https://github.com/openstack/nova,dc8de426066969a3f0624fdc2a7b29371a2d55bf,openstack,nova,e064d6d9f4bf7453a373a082f9bacebc60e201c3,11234cf88d3eca96da7bc54c4c2cd7bc47151f16,d4b6cfe98f0ce81c21a45f420ce30c5c693c1144,FOUND
SECBENCH,CVE-2012-3360,https://github.com/openstack/nova,2427d4a99bed35baefd8f17ba422cb7aae8dcca7,openstack,nova,d335457f48d09c3d780c92413fe777030c1335e2,814cb1acc3237e7a31b85b43015e46c87231ead7,34f94528f047b9af3b428a65308305211924b57a,FOUND
SECBENCH,,https://github.com/openstack/nova,b5f8ab0e913c121a80ff0efe358960099e7c87f8,openstack,nova,1cc5e933ccc29a88d09d2050e5224ee27eda767c,f42fda8566383bf0271e5b79e1385c41731639b9,a02c0db7cd72aa3d716116c87cab98b243b5b618,FOUND
SECBENCH,CVE-2012-3371,https://github.com/openstack/nova,034762e8060dcf0a11cb039b9d426b0d0bb1801d,openstack,nova,b91d2fc02d927066ed0fe21439ccb7548de4138f,9d0b441939ab5a9227e91bb868f499d700c7c907,64a03d48bd714672a3d68136d365bf941201affa,FOUND
SECBENCH,CVE-2012-3540,https://github.com/openstack/horizon,35eada8a27323c0f83c400177797927aba6bc99b,openstack,horizon,648b07895c3e09218e165ec0f61bca7e3d6eb691,4cdd6f0ed1f885f858dd9ce135d54e7aa647f3de,dd6f79e3d1aaa8b440ea38f095a5db0d30e4faa8,FOUND
SECBENCH,CVE-2011-4181,https://github.com/openSUSE/open-build-service,5281e4bff9df31f1f91e22a0d1e9086b93b23d7e,openSUSE,open-build-service,6a1c1a1d58c1dd0046bc011e2bc27a052b16377e,3e3d1f5c4d2f42efef0685b850a46bf41e0b3ac8,9977dd7e78cad4f9c08e51ca3aeb6f94726c7b4b,FOUND
VULAS,CVE-2018-12972,https://github.com/OpenTSDB/opentsdb,a6a9ec4bc8a526951bc25bb19a145782bafaa8b0,OpenTSDB,opentsdb,cac608ad7bfaf6315fd2319a8af37da307abdeb9,c553e190d7a2616530b52fa5e8dd0da089c9ebc0,756a2d65771b619dd0a359d8333a6750700827d9,FOUND
SECBENCH,CVE-2013-2061,https://github.com/OpenVPN/openvpn,11d21349a4e7e38a025849479b36ace7c2eec2ee,OpenVPN,openvpn,9a3f670248d6f519a399e65a7232e2196b5115db,b2bff9fa15695f2850999688b0ca6047016fd7f5,d344820faeae987f52e574e15812c86aa5c59ae6,FOUND
VULAS,CVE-2010-3260,https://github.com/orbeon/orbeon-forms,aba6681660f65af7f1676434da68c10298c30200,orbeon,orbeon-forms,9610d39e90ea9f3c3b8fcf5b47a6038ca52f0f14,6ad7db461b4f32e6b019dce39f2bdf67f54b3215,f59277bf9639d5668dd68db88041c753a99cf1b9,FOUND
VULAS,CVE-2015-2913,https://github.com/orientechnologies/orientdb,668ece96be210e742a4e2820a3085b215cf55104,orientechnologies,orientdb,41fd20ab022e22bce32d62372dbe279693322086,cde4b3ee7aefee04827043f53d870f1d7f564a63,c8f7436ab638a63d58d63656f4f8394dfeff21a8,FOUND
SECBENCH,,https://github.com/osTicket/osTicket,70aca8937767bd2c0e99f76f8ec94910c7d38df8,osTicket,osTicket,03a84301e2e0e6875058814e877b7f7cffa33a98,5c0ac68e417d8aca2b661949f8e4c70470c784be,1ba40e35d67bb36d71cc292707858c3f211668ba,FOUND
SECBENCH,,https://github.com/osTicket/osTicket,cda62e2d24ad7e4b165c88df8fcc85e1ef695ac2,osTicket,osTicket,ecb9178f24f5dd1ddbba06776d0f583a42ba2998,f54acf5470381b426b6db791d07d4abc15488751,ea962096af2be5c1e67f6dec95b557dfa6e8fbc4,FOUND
SECBENCH,,https://github.com/osTicket/osTicket,25ae16b169da0a58c600da19c70bd38efdde90ed,osTicket,osTicket,0ed92da68bfa62f912496ff57ae3ab0e08cc5d00,ddfd74260ff636510256246947716d4a2f4b2abf,f7ea01179e233cffa7339e75b08c153db278d698,FOUND
SECBENCH,,https://github.com/osTicket/osTicket,ff1d8b9e599a1ec315a9c34c279ba3645218c766,osTicket,osTicket,03a84301e2e0e6875058814e877b7f7cffa33a98,9e2d9ba58c19a4846a015a6adefe7f3b8b73801f,eb1d29057ba45814377d73ae27a4f2219a959068,FOUND
SECBENCH,,https://github.com/osTicket/osTicket,7e7c4cf0a7daff517f37432fc9de4df34981ce16,osTicket,osTicket,aadec3435fe49bafdc3f86e09ab32c1ae5263f67,e54259e096cd5c456c17ea3c348ac8fe654876b6,9d8c0f2a9e3be334207eb424f8242a106d22c734,FOUND
SECBENCH,,https://github.com/owncloud/core,211a546600de0d108d3c1b66602dec681ff18837,owncloud,core,b0ecef02e905972bdd963ba03610e5c025a36e1b,e2a28e5d1d1e7956ab37884da7439ef56836655c,61aa6ead83f7956a99a9feb635961694a036dff0,FOUND
SECBENCH,,https://github.com/owncloud/core,a862fec9a329c449b808e8d888764cbc9cc0bc19,owncloud,core,5e711f37ca3f009317a3c8cd0e47ed4f15922142,27849077822cf85647bc79262c4b72b9591d43fa,8169e4fdc87f5032a9dd9b471dccff2d7da81dc5,FOUND
SECBENCH,,https://github.com/owncloud/core,78cad94ff4676ef401d2a75c8448f3726deefd18,owncloud,core,6911d8f0a4e688f3c84f2dd117424f887820750a,3a6b11d018e693b61cf201232bf5566f1a540b77,df2e712a8e84b3e12d5a54e3526ab996791e658e,FOUND
SECBENCH,,https://github.com/owncloud/core,d71c4db10aad0b1684087c745dcd10560351efb2,owncloud,core,564b0358f91df832afdf3a0fd27eaa349508c964,163d002f680b74e9477f1335ddefa9d390407940,e4d35e58ddea7ea3bd3176a16b4119e46bb3e0d6,FOUND
SECBENCH,,https://github.com/owncloud/core,1d6ca084a6f5414ae3bb0753500ad386c86d087c,owncloud,core,3b9bf83fe7833c2cf8d1d9fc2f0f2a41b2a92ebc,a44bbd80052bd597c0387299f657b950412ad8b9,6b50980469feb1b40347b9e1679371b201c3a739,FOUND
SECBENCH,,https://github.com/owncloud/core,5155f589fd93132fdeb39b04fc18e30a5643cbf6,owncloud,core,cde60dba0f45cbfbe32059a50eb37c41e9da990b,c7c6556187d89201ee4d6aef0d1d784ad97ccd09,64c9c27f7e19745e7b7d6b51120262485e4712c6,FOUND
SECBENCH,,https://github.com/owncloud/core,74b5e22a684c3095dbd48b56da1a10d955c20305,owncloud,core,d96e962fc1f5df7efec5266d34735ebcdc20b056,0ddf4f196ef1c83555694f5a763641ebe1a97ee4,a8f823fc7fd93c2f343d0597ed848b2b03735de5,FOUND
SECBENCH,,https://github.com/owncloud/core,b86f2069ff1f434373c0babe0c28db5ee431498e,owncloud,core,2f3c0a6d804609aa908b8e938943e3ab8679b0a9,ec98ecff052425643765d7acb8d4af62d33a13cf,31d623f426ac7475588b771036ecfeb2f69b9fe5,FOUND
SECBENCH,,https://github.com/owncloud/core,9ab887fed543a22f8a57e3322eb4ff23834e2f86,owncloud,core,a7292e897a70a2f7e79f61396d4888cb694f0860,5a3d2ef2a1dc2cf2b28cb8c833a89c2eccefcbed,0e95b9f2d560f5fc177e672162e995341cfba025,FOUND
SECBENCH,,https://github.com/owncloud/core,cfe219fbb9f2f734b063041ae420400044f90000,owncloud,core,344299a074e135140262d051531f723be69c786f,56ae4bb6e9a08c5ada36b4c42ae4e22eaf288df7,416607e559747a88eb42f367f17b70714aa96ef2,FOUND
SECBENCH,,https://github.com/owncloud/core,068688063eb660d35ee0dca8d3ceb53d2f243bbe,owncloud,core,f0da7b20c12c14e0fbd9cddfbe7c5c26d43e2607,2ee809fd8636643c0ccc69bcf023ce2c404143e2,6d9947b3ff7cb3d6d67b538dc3e522fd1f8ccaa1,FOUND
SECBENCH,,https://github.com/owncloud/core,d18bd17eb7d13010e3daef5351d7f7ec64480fd7,owncloud,core,d134ba9a82a904ba317d4a6d9a75e46ab9249ddc,00103d730fe2ce57ee389fd7d219847d8cb015a3,f967bfc9566c2b5a6ca393f1ac5e2e8b0ff1ac7e,FOUND
SECBENCH,,https://github.com/owncloud/core,99cd922b82ca7684967ec3533fcdd5af32c0edc7,owncloud,core,c88cf5cae558c598714ca88f5e8fe917c0411d31,bda23f2454ae78d0c3539febe30e6d66aaaa8f58,fde139be0adde05e1ac5839681de35801c6e875e,FOUND
SECBENCH,,https://github.com/P0cL4bs/WiFi-Pumpkin,68ed8f58c0a02e2048c27284bbe972e04998a562,P0cL4bs,WiFi-Pumpkin,acbc25f48028539c4d239647101a314a7b5f6c11,2f9f071a6121df4d775d88df0cf713c4d833f944,b99ff6e8ad4cceaed69a02a6dbad00e614dadc59,FOUND
SECBENCH,,https://github.com/pfsense/pfsense,bef1056048aa2e0839fd5839e83da154f06c8c2c,pfsense,pfsense,daeab6c45370e05491ae60f854fb3b9967c6f94d,1e8635e880d595972d3f34e0e2947e9acb4dd607,474c7b044053a0d0d00143faa23685ed243b93d0,FOUND
SECBENCH,,https://github.com/pfsense/pfsense,3bdc7f5908ad19af2fc31b873cd07eadeb801bd5,pfsense,pfsense,dd34d7d239d823921237c4408559e674f5f0c292,2ed3203cd26e42efbe830b5fee848a2e9ebada05,7fbca3f7de09c7f63163832c6dfda3d6ec8f9274,FOUND
SECBENCH,,https://github.com/pfsense/pfsense,21eff66f3199bb0c50c9ea5a9a473043dd4991a1,pfsense,pfsense,ce0a5816476bd4703b85a30396123f13da5be174,bfe776f0b7853e110a9a587522b4e8b0a778e8b3,f20f946167b92166499f31a29e17c4325613ae62,FOUND
SECBENCH,,https://github.com/pfsense/pfsense,5de32d520bc7eee5ef400951130eef8a5cec9a2f,pfsense,pfsense,b67cdd05abde74b43a2fa67b0d7ecb4769ae5ce3,34aa4cced5c4a8fc8cba07086ae06066c69de5f9,487ea892a05bc05bb027c196148cc06164cc4d8c,FOUND
SECBENCH,,https://github.com/pfsense/pfsense,ab17ed4e70cc8cd8337846525a3694d81fffff32,pfsense,pfsense,da60727cead91cc475c6fa2ddb2309ab79962467,b8735779fb7c50645443d997f5ae679e30800024,6a5c6661960e1cd39e3caf66a3caaeb2678d27b1,FOUND
SECBENCH,,https://github.com/pfsense/pfsense,2003b5d8bc9c9b2b7aa72f4d3c4532c7349264cd,pfsense,pfsense,f17f9f2891b459e3f119ced5857469b96c57dde9,a361a19b6f128a2f48bd0e3f28f2c6da5cff91f5,4538300459ef33a08753381dd0c3d3bb75d68bd0,FOUND
SECBENCH,,https://github.com/pfsense/pfsense,f17f9f2891b459e3f119ced5857469b96c57dde9,pfsense,pfsense,35c9cd4463738ebfc07aa6099ebb8bd54e10434b,33300c73f2f3200523b967acda926457ad8eef05,b9056c39ef5692c659c73f18316f173931d8e947,FOUND
SECBENCH,,https://github.com/pfsense/pfsense,69eb2e295fbbea1ff16d4b20e7e056b70469aad4,pfsense,pfsense,d09ff9ef322608ea8c496121faccd3d778e71e25,4f135ed3e20338839e5a4343042de7bcc5361127,18576b939a8a73a831505d5d92ada068a4ad7fad,FOUND
SECBENCH,,https://github.com/pfsense/pfsense,57627d9f3152f6ea984d3cdff71fa6e888784701,pfsense,pfsense,bef1056048aa2e0839fd5839e83da154f06c8c2c,6b44352bd066a892323f012afd4415978df9edd5,286312757f0f164f7a28b91842856ebbbe8e46d3,FOUND
SECBENCH,,https://github.com/pfsense/pfsense,7145cd87d1f6c67c900f6966df5f2d0ace50e109,pfsense,pfsense,c3936caf80b590f65bba7829db53bc0da4ef6a67,ff80cd609ec6ca8aff325db14890f50eeca9fc8f,ce7afe661b4d1eb1ba8e09a1c5563d77ab0b6d5b,FOUND
SECBENCH,,https://github.com/pfsense/pfsense,ee3de7b191e3735b2d03a932809ed37e22e03177,pfsense,pfsense,034620d62ae1026679da444f860f0467ca572eb4,a91872083312de473db45172e390865d3b1b9010,2df8214afd84f64e9295f08f7464b03cb27cb287,FOUND
SECBENCH,,https://github.com/pfsense/pfsense,b71f0cbb059eacb260f71ce671bd7b4dbae39c5e,pfsense,pfsense,64307806ab5b53a60a4343862f806be90e2eea79,6e3742cb6302cf2716e6a75b451bb4725283ee6f,81aba18d5a044a8a70435ffc9ea35f3590ad5979,FOUND
SECBENCH,,https://github.com/pfsense/pfsense,002bc4ab3268e6e5cb3a01ce73a4c1624d09050a,pfsense,pfsense,d6a0379d291f5e98500776618559343f40254e40,08e3c543d8386890cbbaa58fc6d43a06adf693fc,b694936ea919ce2d9633507ae881259e2af8e303,FOUND
SECBENCH,,https://github.com/pfsense/pfsense,08cf5428d6fa7d080869574cee0f22e669b8db03,pfsense,pfsense,53aca1fdc3f7683efd90472ed7be78f793eb78bb,c9f312be663af6aac96871e80bf883c6357ded33,f04bbc8e9f789eb5a6695425fdb264b4645759ed,FOUND
VULAS,CVE-2018-10936,https://github.com/pgjdbc/pgjdbc,cdeeaca47dc3bc6f727c79a582c9e4123099526e,pgjdbc,pgjdbc,c2885dd0cfc793f81e5dd3ed2300bb32476eb14a,6bb0aff110359dc72343e742887bfa5d64098cd0,bc6f56c85843a2e813f8109797e09747794e513e,FOUND
SECBENCH,CVE-2010-3870,https://github.com/php/php-src,e69b1ff2c43fbfd672097e9f8b25dead81f34ccf,php,php-src,da400e7500e236a332b8104b373e60e842bbd63e,5ea43ad90c98e62bb920cee6983c0eeba86dd5bb,7d720944b06f3f2520f77292e9bb9d80c4a90da5,FOUND
SECBENCH,CVE-2015-3152,https://github.com/php/php-src,0d2f147d80bd02d4d1ccaa0fa530d9d4846b3c75,php,php-src,3e88d610e54dac75a374af9e8501f02da67e4466,04a5d124aa527e689974d5f5c0c0607ecfe712c1,74ce7ee6c586f5ccf46c32ba3996c24a1fdbe066,FOUND
SECBENCH,,https://github.com/php/php-src,29a4e710de6a73341da3d268343fdfc072ba682a,php,php-src,94742054a845f483b4d59ac28fa65ee029dc3c92,c7bc9053e1e864b94036808e2846783a03c949bd,a2d837585e3bdf8293cfaf337d22171f2945dd3c,FOUND
SECBENCH,,https://github.com/php/php-src,4ffedc700dffa57b72ffda663f2a015e0f658451,php,php-src,4b14c11dcd4d27519b9c03d7acf638f9bface169,2ede480de2248684e6134621b9f2c6cf474bc73d,b1db823ad1968fa8845b1b9c40bd61b4b947bc65,FOUND
SECBENCH,CVE-2016-10168,https://github.com/php/php-src,d2274b01cbbadf5516b3ea87ad76fbae18834007,php,php-src,f1b2afc9d9e77edf41804f5dfc4e2069d8a12975,1a3b7774e616385f8c5d6a4583ad57681e04f9f5,7bfe056174b15d28310fd11ef5909a4ea60e45c6,FOUND
SECBENCH,,https://github.com/php/php-src,d82d68742c69fc20a5180a2dbcca4cac52435931,php,php-src,1defbb25ed69e7a1a90e2bcb2ee3b9190ea06577,9ccb432cab331e3905e4c746324d0bd6dc31286a,5c65fc29adce41c4a33ff8def971de96ad01d5dc,FOUND
SECBENCH,,https://github.com/php/php-src,6912dab9ebf0107f3da0b74ef899c536091ece84,php,php-src,79e7432c971e904c84b7774674fc71f805091fd4,9383e1b8582ae678dd8769d79c0fb4122d0f5e43,28446a4e45787f8b19cc1ca6ae43a01daeec8121,FOUND
SECBENCH,,https://github.com/php/php-src,d735957cb5f8fee8d13ae68cf75300306c84374f,php,php-src,272cccd1759a358eb9a66e3fb10bcad373acb06e,f039225597b51f2ee02a050391d497ae68d63b39,837eeefee9e01156b364a4b0e9cff8d9f0a1a1d5,FOUND
SECBENCH,,https://github.com/php/php-src,32c5a87a148d49450afd869f1a611bdf669e986d,php,php-src,e2d606e18b7079f7b7127fb581ccffc2f6104de7,b2da9230f2e2b6cea5b97ef4685a410e7a538fc4,32eac69ef96011c2eeaf49179ce651f88dce10bb,FOUND
SECBENCH,,https://github.com/php/php-src,4a01ddfb5569da1b87dd4cac95c3f709fb607396,php,php-src,bb4d11b405ae1f37a8b0e4db630e80c5678f0746,32b474b7301a92b3919287d7bdfe72c6f8c59679,e6ae49ca17d562e1a997debc18fbbe0028916499,FOUND
SECBENCH,CVE-2011-3389,https://github.com/php/php-src,96aa2eb2340c1d4131fbcc508f734ec7c807ff25,php,php-src,5d90aa1299da1ac81faf065c4aa0dc4196276cc1,83ebbc36a13203254ff9c4b74f3eed3775b05a72,1c556f2030d5093e332b04a62bbff52fe8ce22dd,FOUND
SECBENCH,,https://github.com/php/php-src,5880428dac00ff9bafccb8c10c7226d6fa1dabbb,php,php-src,dad793630d5966a9c22f3fcd7f24b7937bd1a36f,d37c3367dbfc2acc6337ee996a438d9f9ea8ef06,1abe544f4147ad6ea2a3eec58aa88a9490db8324,FOUND
SECBENCH,CVE-2016-3074,https://github.com/php/php-src,b15f0ecc0f34364fd7ce924b4164be4e8198ff93,php,php-src,8a4d164c2b33e7a89af13762dbc09941df14a035,ded935e37bf7c8bc6b424d3ddd31c1eebebfb3aa,dacd4c84cba54a10b248ef94ec84a56cab13d9e3,FOUND
SECBENCH,CVE-2014-3538,https://github.com/php/php-src,9603f16f995154a858d7e0b31eff3a9b79f88ff7,php,php-src,f39a8517e002d33ace29ec0ba15acb30c9fecbb3,4f7b6fc8ecbe7e03835201ccf5f9c05580a7fb6e,0941f258117ec4f0a549b1d862f348204be69713,FOUND
SECBENCH,,https://github.com/php/php-src,8d816ed0efe644fb19845424071253036e9b0f09,php,php-src,e68e2893c07e712ad6469ffda0658cc1d04f66e7,2b934dfdf930ee5863b9b1a5895ecf0d543a0b98,1a527397cc5cf6d745205c21d7e34a9e789189f1,FOUND
SECBENCH,,https://github.com/php/php-src,26471eb69c3cd9e8162ff3b398d33919d9075191,php,php-src,e41f600365fe9f27727a62a850a4d55416ae856f,f651397b1f874a09a7d3885a7463cdf8ea6eafa7,10b41136383c3245507ccbca51ac07384592acc6,FOUND
SECBENCH,CVE-2011-2202,https://github.com/php/php-src,75fa63b57fc8df45e3b7b4ae5a1e50a169b171cd,php,php-src,bb16e23891bc8b464dd42a809fea6547566f13e9,a0a471e7a3eca3ec17655951b3020cf32570eb36,8003b3aa9dbf2ca5ce15559c53c8d74130cb90fa,FOUND
SECBENCH,,https://github.com/php/php-src,4846e56d4054fbb733ffcd2512d94434a5ae4bd9,php,php-src,9061bf39bd0b5e9a554200e2d2f67e15e2d5729c,c3fc65eb7c3946c737ba9c323ca29d5fd6164449,bb98ed600ab6787d9d367927d49439be9a83441e,FOUND
SECBENCH,CVE-2014-2497,https://github.com/php/php-src,cf4753691dc55999373d1c576f62ecb298723420,php,php-src,ae74549239f80ef40e978942b71c08a7e8a09a23,9bf8cd4b3437f6335e20843c9e3668b44761feba,381edb425e16bd5d472c84d757465aa42cb39d0f,FOUND
SECBENCH,,https://github.com/php/php-src,617698dfe0f22bfa6041e6f0728136002d30d2bc,php,php-src,c2773ea02f94f4efa0be33f510088e8395caba1f,b7a8297bc1a76330daa6b7d1727cbfbffbe89a5b,88b9c69cb2d9c079e82b922c7c3bccfaef1827c9,FOUND
SECBENCH,,https://github.com/php/php-src,9c805a6cb31596c41609512bdd8a9a76c9ce9b15,php,php-src,0e51f9798c6cea1b155cb18342a43c54be55a1fd,c37beb7eb537b5033c88774142b2c40373f3bef8,0d6490598dc2ab09ebd5cc28c4da6eb4eb11f98d,FOUND
