owner,project,sha,sha-p,main(sha),main(sha-p),main(diff)
cakephp,cakephp,fa7549dc4cd8e99cfcc4f7ad4c0abb4b7fc7fe34,0c7720e8f8f795233b5809419bfa024c4bed9eb1,-3319.8900912387967,17727.08772792858,-21046.97781916738
josh,rails,e89ef3cee9a38f69634e8e7d55dc69841b06e55d,4751a8c51ff4b9766dcf8324347477095b7f940d,18582.403889812595,18795.206091388547,-212.8022015759525
HandBrake,HandBrake,d00aec1e4b09b4d0e6497ca97d988fe0ea8e4594,c6633353555fbc58a13ad90f8dfc171430455eae,9384.13042389364,9649.18174663347,-265.05132273982963
vanilla,vanilla,2f437913d570756b0f157a17c00b70cb65003384,d91b512fe6337e1cee23f3ce2e2c732235c4d4d1,error,error,error
graphframes,graphframes,9c4939dbbf464e380f662081a8d5a5d7d24f0b7f,3ca57b38e9f2ead71e24e42abc84f3ba558d2b38,237.6744803345773,519.9652536187924,-282.2907732842151
MISP,MISP,19b4a2ae37b532036fd4c3fc21ce659d6086ee17,b9f5297b3a3dc6d076852910f3b52719d469509c,-5264.114949878922,-6938.660261455379,1674.5453115764576
php,php-src,d997d485fff612b343e64c4539cf04994ddf20bc,7e8e21df0c9aa39278e994b05540b69920201b32,-57849.181383933625,-13262.14356617986,-44587.037817753764
AFNetworking,AFNetworking,ebdac4a01da3f5c903c4dfdc96de7997932314b6,648c650ae700ceba6caf8f9753e7f1a1d1e8ee04,703.9017940786805,774.9953641776377,-71.09357009895723
vanilla,vanilla,1fc40daedfb07d791f302c2625e8178c155b6000,b5a6fc954c891ef38477a05f245d6abf0b7eb2a8,error,error,error
osTicket,osTicket,8c641efd9178fe5e46f9d78160488e32c77633b3,0ed92da68bfa62f912496ff57ae3ab0e08cc5d00,-22965.787126463714,-27607.225258771185,4641.43813230747
php,php-src,80079885bb0b0594d9c9dd905e10cddd68feb397,e2d606e18b7079f7b7127fb581ccffc2f6104de7,-3556755.628814524,-83494.66781357485,-3473260.961000949
josh,rails,4a631dfb12c0faef71db97703742c826b7bf8f16,46923cabe156852bac1ae99c4509ff2780eae2a1,15050.22047527428,17545.472542982297,-2495.2520677080174
Graylog2,graylog2-server,e685456b608453840f9521d923d4f69db5c6c2dc,1ef662d8ebf9158ca929d2c7bb389725ba818a5e,3396.8266784875036,2109.641848998375,1287.1848294891288
AFNetworking,AFNetworking,5e6a42e93047a74844cfb5b931c747cd4e83d88a,2b2558a90e7bfb2ef5169b1ca21b91851e5a5b7d,789.5228465926488,833.462567278507,-43.93972068585822
cakephp,cakephp,668c0873986adeec2187aaf8f798d1d62306e61a,b088daf045a19c818d427e28d752566f3e7044e8,27547.324291012395,-3273.212088114335,30820.53637912673
josh,rails,11acaa172c73c5d1787184ef5545df358027462c,6b1018526fb304727ee4191afc2d8a5e29e49eea,16872.859916268488,12025.4652649603,4847.394651308188
zxing,zxing,ff5a939fbf4da3de189479410b7fc870df83d1db,8c876a047a883b3cad976e52cbd09a30fbd1fe7d,-345.1600760826317,8398.733785731612,-8743.893861814244
curl,curl,763b812dc79e2b7d0fa5b99ab9ef8f34e45af1f0,7f304ab84f560c9ddcd3ed1887bb4aa99a90bd6a,-23751.915405915788,-44368.911547776406,20616.996141860618
josh,rails,927b847239ede8cb455366b95e640a25d92a2b8e,75157bbf64571548983892e62fab5789e9ab06d0,6117.3246035582115,4307.0956861475415,1810.22891741067
libretro,RetroArch,11e3d1e2acd2a20c336bb3529c9b3c55dd66f1bf,6a845dec645914a00441c66d6baf09d66cf22500,-49179.040501020885,-39191.07977650213,-9987.960724518758
openssl,openssl,7d0effeacbb50b12bfc24df7614d7cf5c8686f51,cc22cd546bd0b0e1b55c1835403ab564d5f30581,-2345051.4265204715,-1913466.2508884277,-431585.17563204374
openstack,nova,c2d7060b480608d9773340f51d6496fadf97b667,bf70df295b0529da9f4381f52fc94d328fa2fdb3,20922.48298330462,20790.66852099231,131.81446231231166
phpmyadmin,phpmyadmin,b723df0b86549d77a8f4b65e0e67354193b2767f,d32da348c4de2379482a48661ce968a55eebe5c4,-57041.09266216982,-286620.2668618121,229579.17419964226
mantisbt,mantisbt,adb29db7f85413a054460286fddc0acbfdb3046d,40840f412cf0166c2e7442d3d7fd2ebdac53bd8c,-20101.01312538221,-75619.21412787247,55518.20100249026
FFmpeg,FFmpeg,4b07ebf1eb13561492f7e3c30a67f34415016b3e,7cbc2e60af72e2154ddc160b1bfce200a95a6532,16050.848393652457,11598.238847567607,4452.60954608485
MPOS,php-mpos,d5bff56f6fa135aac1a13b5cf889a6959aaee98f,c381af8291bb71a22258d8166f446da1452cb982,-15470.434587502763,-4465.96241778169,-11004.472169721073
WordPress,WordPress,7fe71ffe8131f2e5e188b740d2f37926276935ed,f62bf61b2c59bf5484888f22d0b7dff0f0df050a,-79913.42705750874,-89044.31352245474,9130.886464946001
forkcms,forkcms,629d8241091630a9bd74b6d73b4856ce0e171af9,e45964aa7ed3621df4963991d3df03bbd3d6b8ec,15126.209903861474,-495.6315460667103,15621.841449928184
splitbrain,dokuwiki,dc9bdeadf4b4eeacd7b6c7a51269a4400e4d25d8,0265c2046291f04cccff5234f3b9d47630d77192,-14696.647047641141,-8703.478490990467,-5993.168556650675
Codeception,Codeception,17fe208316d8c6659064c99215100c0d9eb934d9,2cbab2c80c05896f47a3dba953323cb976c160ed,1066.2487615817834,8168.566822646886,-7102.3180610651025
mongodb,mongo-php-driver-legacy,179d0a49ec246f312961004ff7daec8a19efed5e,52439c74d9a884593a62a8dc1d0638d83d53c42d,-371.89284381438017,-367.65107679077823,-4.241767023601938
MISP,MISP,1b7254efae1b0374ba79991fe4c8486039669e46,aa8ba55daccf1f4f9b5eab07589fd9fb3df9b895,-20033.613494464917,-45042.6018540317,25008.988359566785
owncloud,core,b56f5f27739112644420a82e5b3621c622e73917,6911d8f0a4e688f3c84f2dd117424f887820750a,15809.106692346997,37828.93713154494,-22019.83043919794
mantisbt,mantisbt,f2b9bb7ead380c5377c588cb07e6945d9f0563ba,c83fe546e9f229542c88a9aede924bd5ce4663c6,-82743.06948432914,-42687.592201649095,-40055.47728268005
frappe,erpnext,ebb5662cb70f2e2d6b4c6f7befb06fa24c12ac14,0c8597583985b17b00094fabf61d430567929746,55111.66092555554,14519.379308674515,40592.281616881024
BradLarson,GPUImage,d2b32fec48176dcb96dcc671b27c9fb38151147e,bc1c59a195167863548423459f9ac9e13d201c0a,-1946.7795570346768,-2706.7940798648,760.0145228301233
phpmyadmin,phpmyadmin,6d0c1d09f20ef46409b7885424c56a468489ec27,951fb4dd79253a3aca8b6e386db77c1affcfc3a9,-79143.56890470877,-62087.20293248471,-17056.365972224055
mattpass,ICEcoder,6f9c127c1b9fd9bf4f6b81ab9baae1bb827ecef2,f82914207dca4a4f36404ac371610421cfb52d93,-228.5695534778878,333.41318214585704,-561.9827356237448
cloudius-systems,osv,d7af14162b249a7d268881883538dca2b60e5959,8ffe45bf0e00b4b95140ea9aa6035d71f90a86ee,-88559.85046462357,-87738.70694812486,-821.1435164987051
WordPress,WordPress,99a0a9806167ae5df53e265a957cfed1af3f98ea,02424959e4dbbbf3c989c6d36f5807b6bb3ad7d8,-67185.64179093762,-146637.00322374946,79451.36143281184
moodle,moodle,6976250146c991a0de62e0fa341bd0602dd4776f,a7ca080c208fa10fb07158e2162f6afad64da655,error,error,error
php,php-src,114d662d12aa9672cfd567a6db3624c25d5f4394,bb4d11b405ae1f37a8b0e4db630e80c5678f0746,-3811041.553577174,-13151.927921116014,-3797889.625656058
Codiad,Codiad,485908c7119467d6d40200dbffd5dfb373637b9e,c42d24cb48a83c19afa8a8ed770ebbad73fa7059,3479.6550005772897,4532.505647187305,-1052.8506466100152
dlitz,pycrypto,f68372ad3742a270611639aff3cda78502897b86,7fd528d03b5eae58eef6fd219af5d9ac9c83fa50,1450.6269854100512,5072.8380240710085,-3622.2110386609575
rubinius,rubinius,5e6630d25206cbe467fde936a5464e16123ab193,4aa59c4128290b702802ebe41be44edda27da9a9,error,error,error
openssl,openssl,48c1e15ceb2252e65ba63f93a7bf39c1d368f38f,7388b43cae035484036f5dc46c231ce6282a1367,-108855.05106554933,-1340202.9523508872,1231347.901285338
joomla,joomla-cms,3ab4c36c926181dfdeb0eb8b69d5a505eb44776c,9008d1036284da197942e09d921a485dda14230c,-580756.2525362342,-22801.149182318266,-557955.103353916
nextcloud,server,99934134dc53baaee56740de669c7df549317a2f,d134ba9a82a904ba317d4a6d9a75e46ab9249ddc,-454942.43029776105,5700.474067683747,-460642.9043654448
nextcloud,server,cb4367b6d5af62c8b2c8c384396b3dc29bff2eab,cdf01feba78696aa74b7f57a43380757d67df4aa,25871.788367838984,-52387.56826783835,78259.35663567734
owncloud,core,dc004e4a6bcafe61fec6b84004c4435874d5214b,564b0358f91df832afdf3a0fd27eaa349508c964,52208.36298517105,-12260.116484222679,64468.47946939373
php,php-src,69dcdcb7c19f61f78a9d973a1ec999665c941a6f,5d90aa1299da1ac81faf065c4aa0dc4196276cc1,-1819498.3320791316,-13079.313962436816,-1806419.0181166949
WordPress,WordPress,83d97232267ad2c71b19f5c4d999a7976609dfd6,ad646bc1838454b0859f196c13a41d8815b9a15e,-11819.791459906088,-86692.53478786898,74872.74332796289
openssl,openssl,756b198d247d0040b7e2abed9b9b12bc6634a3ad,3444c36ab489b7084832254723a356e3c2eb023a,-110633.78007952849,-1701057.7670213524,1590423.986941824
openssl,openssl,848a950b715fa73070a9d1638e7630acfb0dfa4d,8106d61c354430d6bbbd7f8e7840a39efc0f5829,-125036.11691081159,-1808638.8825244564,1683602.7656136448
josh,rails,fab2fd6398292e6ff16cc234021673e9852a150a,b0555bb88b090ca981fcc7661b6f9ea333e7f42e,5591.745634280576,13970.214731575688,-8378.469097295112
php,php-src,4facdb420ba3142bf12b5eecb630458e5c8db4c5,dad793630d5966a9c22f3fcd7f24b7937bd1a36f,-3771761.6476870184,-4801703.69795677,1029942.0502697513
php,php-src,5f136b5e048a851c386d7383b3c1942a83748883,8a4d164c2b33e7a89af13762dbc09941df14a035,-4041572.6524114544,-4632813.259554948,591240.6071434934
josh,rails,6a8b9484a7398f3b500cd1f056cbe46fd7d6301c,7cfa6c535bc54f16a3fc7fa39969d4410de3e483,5860.75267101806,8142.218573139002,-2281.465902120942
splitbrain,dokuwiki,8e790062800da9ede63ca6d3906c6c178beba5aa,041d1964bde2693df05726690877835ddae4e83e,-14109.169269890555,-4634.232832478369,-9474.936437412187
openssl,openssl,4edfacb983318fc7f0d807c26b317717c0c53ee5,13747c6fdabbba33cb187a133548b73d41ae282d,-108837.2149508166,-1297621.5993334146,1188784.3843825979
nextcloud,server,e4311a2ebdf3eeda8b2f1022c19290dc68db8ae5,1f96fb3352ad43155586d6deae95bf889768ba05,12381.639668551863,30747.765782342216,-18366.126113790353
vanilla,vanilla,15914a70397b17e1cf72d475c85e8069d968542d,77007459d76d86cb11837e1452081e6b447bcf9c,error,error,error
nextcloud,server,1dfd7de10e3311e9a8050d2fa52d83f028879f7e,98d0d48b54764162cfa9315e3c1f42915801d16f,-186626.937186865,17157.619689612184,-203784.55687647717
josh,rails,10c50c6b55ef75a9682201eadd8955abbbcb27d9,8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,14790.578481204091,13967.578503629462,822.9999775746292
P0cL4bs,WiFi-Pumpkin,7af636e1d5b9632dc8d91e4a31d764d593c2b3c8,acbc25f48028539c4d239647101a314a7b5f6c11,1118.1492589645538,-848.4657558120475,1966.6150147766014
cakephp,cakephp,f57ebd3ac8e9d6121fbe8c0fc6e6f33b1aa62505,23f559a4b079911bdf65ec922368ce81ec1461cc,21407.27915474982,-3128.9767508450414,24536.255905594862
vanilla,vanilla,3253e569f8fd7f4f7c48906926007faec4a504d2,53c917efc533422be7752b2b5db81193f4401359,error,error,error
curl,curl,64db60397b9d71a7b0ba381ee80007681b409866,dc2ea33e32ba9aeecdcd33c0541a9e33a85774ba,-32508.6838158941,-29073.221478427786,-3435.4623374663133
josh,rails,b33555d3ef26dbe07472c9e1d23f3a6e49a35059,f706d5f945c5751072bb90d080aff154e6858435,17349.823223832536,17434.108761016523,-84.28553718398689
nicolaslopezj,searchable,44a76d1b547429711c6719f888cccade3b41c6ac,0f3cd1eeb405a6fe8f5cb376c34ffc3cded999e1,42.72473996615143,29.015840380242572,13.70889958590886
MISP,MISP,158f4124e0df54d3f6d29f7bd2a0ee720b33c83b,8505396b2519031f6c413586ccb14ab81bf69a38,-8893.109992390708,-44487.100957141876,35593.99096475117
scalikejdbc,scalikejdbc,05a92932f1b39c71127253d6719030eed9ef4496,db240ce42a1e6041d9459ed9c3c1f42d6570d54b,320.77411180784156,863.8871078863289,-543.1129960784873
WordPress,WordPress,e879a9ab0e9fbc21ce5f82e1ba82c101ef379e95,031370065763ebd5f78f88c559de3c63dcbf9257,-64438.35769397256,-12116.344943259974,-52322.01275071259
torvalds,linux,a134be34065d52cde948f4ab13d0c1f3d4462c40,ec8f9ceacef719a844ca269d654502af6a00a273,error,error,error
moodle,moodle,85ed1699f46d4abe09cb17c5e1ac3117435b6141,e757af1662ff6ef8240834eb11cd8ddbc4d4c0e1,error,error,error
mantisbt,mantisbt,9d10ee297d10959ce8cfe6f0200aea8cf01b8358,e4902b6589ee0147844d1b2288da0ab271d34b71,-46919.130106740144,-79276.10565721596,32356.975550475814
Pylons,pyramid,a62cc2264c2dda6a0588fddbc5712afea9d89837,a6db36c984bd69f8a6aba80ad6db435cd4b1b93c,-1893.8968728865702,-834.3136257304329,-1059.5832471561373
openssl,openssl,7bbb8c5620c7a932988473533e2aca385e4b89c5,bbcf3a9b300bc8109bb306a53f6f3445ba02e8e9,-1521801.0104667388,-1059642.732616467,-462158.2778502719
joomla,joomla-cms,4bbbf5af6d6923bada5c947b2529b9ba9fd0567a,42b79e27cf7dd6d818d13f5f8401c858854d9a63,-1134826.057703411,-26865.855892412157,-1107960.2018109988
MISP,MISP,98bf40eb7167055e8aa17e609dc536ed3242f308,6e842da5bca360649658817a2dd22c4fc09f91b7,-19067.707421126586,-44332.645351612315,25264.93793048573
joomla,joomla-cms,4b0207e106ad1d4535a6cee1cd7c6f961580b4cf,9169d5f0e1b4ddf887c1e30547b91c64cdcf05a9,-1425664.23814667,-419093.76449607447,-1006570.4736505954
josh,rails,12be0a59856d4f92a85c479843e296342be47789,0b58a7ff420d7ef4b643c521a62be7259dd2f5cb,14298.599332677417,12025.4652649603,2273.1340677171174
FFmpeg,FFmpeg,ee109c6bc2cf4aebe6202c2c9022816c968d2d00,9244b839b788e4677019041907ff5a4378a23490,16886.965081046612,14018.703063862,2868.262017184612
MPOS,php-mpos,7350178f48c421577b779251f05fe6f03ffb01e2,8fbad03457cc1e0691b816f163b71e8c6d29f13a,-21666.684153405306,-15306.45808532488,-6360.226068080425
josh,rails,2e42167058fa6e528237f4d78a4cb0bd6c2e099d,9f200fb296da721d50af53712d1e7998a5140e76,6009.534509151084,17348.17017381368,-11338.635664662595
torvalds,linux,e52dcc4899cf1b7601379c31542bd91cd2997a64,082ba88a5e6b1425abed3fae4ad65e0e985ed081,error,error,error
mattpass,ICEcoder,862777f0676097112150202eba129decc274b56c,d826469c495a2e74d36760f627915a9455091f82,-615.2113095491167,-45.8956562543372,-569.3156532947795
realm,realm-cocoa,70a9056de21a45b36b98fae28cb1043c872dbe5c,784274fe641361e7292402b3d46c4aad2a8eb211,-3790.4164883146204,-1351.5345413104012,-2438.881947004219
freedomofpress,securedrop,cf6914bc111947ff52ae9443a24b3342c5cae974,e6a502d468aa21922609e3c6acc5ad1b014a8d91,235.51953941324578,885.0172390337871,-649.4976996205413
phpmyadmin,phpmyadmin,8145283d1a71c16688129ad411825276a840da71,9ae2b21e220cde1cb9605dc1d3827bcee4cd4ba4,-72844.49690334263,-87802.20228634997,14957.705383007342
josh,rails,e38ad5ddcc1de38ff485d3d78d9c72283320cdaf,d99e8c9e1618f509bb35f052d4bd0d1848bce771,8153.45335434874,17346.701284753042,-9193.247930404303
josh,rails,3990310a2bedd0dff5753e3e9b1282e686cff0cc,47134a04bbce216f9c31473b1a0c1a077d624692,10541.238027036034,12945.876275294746,-2404.6382482587123
curl,curl,5aa290f0f209f12130f7a1375c1b76af707e95f2,db1a856b4f7cf6ae334fb0656b26a18eea317000,-49475.36495633388,-44279.22706464911,-5196.137891684768
BradLarson,GPUImage,9655f16e89caf35878ac7d2f3e2646568a5a670a,d05b56b6c391e662599780998720ce9d3a0b899b,-3277.612141131396,-2951.373431239815,-326.23870989158104
torvalds,linux,8d96fe9381fa235a81c73c8f940e2fcc84f41caf,ffd8d3fa5813430fe3926fe950fde23630f6b1a0,error,error,error
realm,realm-cocoa,95e03cdbdbafc29847fcd39022e6afb03e8e1f2c,8ceae74eb169a98676da084b7e1667d51c765bc2,-1017.9896259316894,-3543.0764045484175,2525.086778616728
mongodb,mongo-php-driver-legacy,381c1d5b6b25571c2bbaf799854ef0f2b8911dd2,5762d1604744a6bef7895e0064c18ac1582a63f9,-2984.35178743288,-261.84089670809453,-2722.5108907247854
mattpass,ICEcoder,d2e5476432fdf777f888a9214bc4d8194a05e808,4ef49f017212a4da84f4d009285a3eff30c80114,-647.8008089884003,-226.11563949529895,-421.6851694931013
torvalds,linux,d090f878b0084344812dc7bb086e98cd24572e58,c2ff581acab16c6af56d9e8c1a579bf041ec00b1,error,error,error
joomla,joomla-cms,863f56373444a4b65eecd94cf3f94c437d304890,c1687f3af93e9a8ec81bc63db6f49ac0dc789483,-580618.1025387507,-22455.680227483255,-558162.4223112675
osTicket,osTicket,ee2d3c72ba13a5b1370719da865dd0af89aa3507,03a84301e2e0e6875058814e877b7f7cffa33a98,-34076.884535155994,-12466.296868815165,-21610.587666340827
josh,rails,24aba77d9c2c9eb101d3ef5dc36d4d1002fb37b5,b6fde6b4801fae26cdd0e790f6bfd06e7afe9941,11519.085525499295,9385.4291912198,2133.6563342794943
deeplearning4j,deeplearning4j,c1cf7b3c046332c622649bc4f6b6182cacbce252,5b85fe3577ca13836183057a79e02f92ec9f8d3c,error,error,error
zxing,zxing,1a2a011cc7b898b02dbe4913595e85e11b5cf963,a86b0e7cf3fec99c1a446c4978e0cf607e225b50,6183.872669338216,-1698.916650493968,7882.7893198321835
php,php-src,602f26dc0824b437732dc151f7205c02ce77698b,f39a8517e002d33ace29ec0ba15acb30c9fecbb3,-3682985.831905568,-4704827.271389802,1021841.439484234
owncloud,core,2ab077d16e908bac4eeaa6735fa392be46707bda,3b9bf83fe7833c2cf8d1d9fc2f0f2a41b2a92ebc,49426.711833870024,-12319.766169117323,61746.47800298735
scalikejdbc,scalikejdbc,e4d7fe93cac16c2b5ab5dfa38684a8d051c36332,0066d580d8ab21d252310bd0206fa62effa6137b,725.5466346135472,861.2025089004176,-135.65587428687036
facebook,buck,53c0859defa1d2e7ca2a3efc9c044787e9023ab6,f1d8da1511b8f01e59d61b213f533dffd3804b0a,-1608538.771759652,34867.33310215889,-1643406.104861811
nextcloud,server,4eebccd81fca602eee5cc1a76edd374028826608,2b228fba3463722ad19ea6ccd150b96772508791,49628.92001044263,-11917.175306984496,61546.09531742713
raspberrypi,linux,f2a3ee01259ef33ffe4caa0875afe25c15938a14,9f0df936b1b93a7fab5b9ed73009f43369c121ea,error,error,error
joomla,joomla-cms,3d38a0b369c1ff7126af235f2c62f32966b0a629,dfc894ae15316599f170587818b82febab3856bc,-16934.15334084905,-26819.2870478121,9885.13370696305
antlr,antlr4,8b081a4637c23eeb1fdf0086922dd8f760d51ed4,9c186c8d5299e1dcbc8e0c486c3e07c4ab6af0a1,8191.41711234828,3698.553861012571,4492.86325133571
edx,edx-platform,9a527344f4d1c8bdeb6df1341b2ded2a990ef5d2,3a772752de1d3dfc3ff3c9f0aa65cebfb3b63d7b,131.4605651328698,22693.12345201811,-22561.66288688524
micahflee,onionshare,af65855f9725762fd77578b8ebac6e4cb495ccfb,7ef02955a09fe6e6a8bb6373a8222a6c6090f455,591.7591341672519,12182.697752555026,-11590.938618387774
freedomofpress,securedrop,af23a4d86dfe6b20b327562454f38342a260cb2d,eec829a794f7b197810fcb5bfec8c3f7b5ea4776,1063.965060831022,1072.1063280042717,-8.141267173249844
rubinius,rubinius,3404e5c59d95d84ae5f32820928a5025bb640b16,93e172e442fee63130bd6cd33523446f43a0ea13,error,error,error
openssl,openssl,380f18ed5f140e0ae1b68f3ab8f4f7c395658d9e,a91be10833e61bcdc9002de28489405101c52650,-1750266.0164045505,-1852816.66995725,102550.65355269937
pfsense,pfsense,71d689e69583587291f921156890de98750640a6,b67cdd05abde74b43a2fa67b0d7ecb4769ae5ce3,-97070.87279490397,-143913.9350056401,46843.06221073611
openssl,openssl,b5dd1787401256f6a4d70686debf13b096f2bc22,652c52a602b4c88cfadb99e85ef175441b7f5d18,-1004603.6243523861,-1761105.3877417215,756501.7633893354
openstack,nova,336dea6e64d7305eb923c93b98775ed3d1a2f033,62d4d458d6e048eaeaf2621d8a70969b71c6d235,22509.93888319605,23281.29082766932,-771.3519444732701
mantisbt,mantisbt,7f6bede1c1aeeae7398d21b98bade5087e2c60d9,27b5b292c9814a40fdd5715fa499a82e29f6f866,-61799.90696297582,-43088.29807691045,-18711.608886065376
facebook,buck,301049dda7c1da01e1263654b8f47b8fa2b26370,ae114af005c26a226a5fa40970eba14d42d17e87,23860.27154233303,25785.904424270848,-1925.6328819378177
curl,curl,e82a5758945ae1ab2fd80717e78827341bd60825,d3d871cb4fe1512b689bb29cb49473cfcf91c684,-19072.12135161495,-50369.97997942162,31297.858627806672
josh,rails,96a2b3905ce14df8f25b1646d3b110505bf8820b,f97e3ed1117940f1ec85348ab9a7a092316fea29,10386.649331496526,14917.059071451691,-4530.409739955165
spring-projects,spring-security-oauth,ee40822c70ef5e60830e294e3508a662f6aa8d28,9fbade981e1c157aa78baa3d88c6426d039ca77b,3960.1756033654688,3926.569649739116,33.60595362635286
josh,rails,ce086b22e7e685adc9e24fb3b4da607919377e5e,c63d17c2be04882cc0c7aed5cf2b5ba2f1ef313d,18857.01005995912,16821.505280285182,2035.5047796739382
facebook,FBSimulatorControl,fb0d9f73cc4201e360ee3bdcd7ee9958f91bd3fc,ebbfe35b75ad390f48568e418768ca7b851cc17c,19910.000279392476,13037.19048486917,6872.809794523306
mantisbt,mantisbt,fdbfe07b0f7e280aa9d42a51bc2d9005385e8c6a,cd0523feeb22d6e433a244c61876e5c860559bad,-62236.52785116028,-25515.853681845216,-36720.67416931507
openssl,openssl,8f41ff2d53eb43046012c7843f1f1e213b3650ea,0a4c87a90c6cf6628c688868cd5f13e4b9a5f19d,-109045.92476180618,-1720349.8279620113,1611303.9032002052
josh,rails,757bbd540cadc47b8f9d6b9d6bc7bb3cb638d022,0c7ac34aed1845044cd1911e5a775366d7ca41c1,11725.648837376504,17543.725933245598,-5818.077095869094
cakephp,cakephp,84d05c6b40cb9dfd4aa713d27e50a8342c9ccf09,215333e56f32f06fd107966cf508ea5df4672ec0,26515.689151313873,-4115.696979262808,30631.38613057668
MPOS,php-mpos,b8ebbe5be21f2a40cbace15359b52a3fd59d0f12,7e3197246a0f15382e83a839c158e51ea4bc43a3,-21664.006624622827,-15636.566709695506,-6027.439914927321
curl,curl,e9e536619333b0ebd1b096be5c27a39c78e812c5,67d16160184493c6717e4e572fafed7467af4983,-64004.04077781936,-40506.240791478594,-23497.799986340768
cakephp,cakephp,5d9b4cbff0c52bd0cefcff3de457f45496aca97c,2219991d3b166d2ecaa49ad5b78b0380aca9df2f,23004.514323516752,166.26760401690834,22838.246719499843
joomla,joomla-cms,a2342a4930cea75bf0b1ec7e655692af5cf3da0f,9bbf2be61b5738d84926a7e9bb40cd123d2961ad,-997361.154241053,-26597.208229177777,-970763.9460118753
josh,rails,36ce0c2c821e2c9cca15e768842461f834825bf7,e63be2769c039e4e9ada523a8497ce3206cc8a9b,18398.0596022209,18364.99559193792,33.064010282978415
mantisbt,mantisbt,2a13d775363174b0f1b085c11c476c029a958e3d,eb562360554d5e5c8ed2c1fff8363d13b1b2be32,-52049.614011241334,-79433.37654715062,27383.762535909285
josh,rails,f12f08d61fcc4620632f21330916b4c5809b9da3,90c9ae58010ee1a00c0eb5637533ed8b5e216ac2,17147.695187917772,16554.455708386027,593.239479531745
joomla,joomla-cms,394db732ad96e4c86148c2d3f8edfc7e97d1692a,cbdf704d9f3268694aabcca72a1f7bd942f9b641,-1000147.985583694,-26883.213941957696,-973264.7716417363
Graylog2,graylog2-server,e9c3974c29fc63daaa8af401ceb2f69c68be5a49,8fbe12c5b518ca4d2f11de659d5906dbe5bd770e,40282.12803257196,1688.3717754662152,38593.75625710575
cakephp,cakephp,f6e386d79891fd59649cd3dcb2b33d3a634acc2d,12aea2c0f74f7d74e9dd0d25433992fd14ae28ca,28425.734617208233,-2979.0083242738956,31404.742941482127
owncloud,core,a6a69ef1dfe1545e1362953803219ed6f28f71a5,cde60dba0f45cbfbe32059a50eb37c41e9da990b,31645.542797753726,-11592.866349272532,43238.40914702626
openssl,openssl,3348fc7e8940b66ab4545a618ba87a63fb677a79,069c3c0908dfa8418753d0c25890a9d4fb67178d,-1945175.3655947822,-1752683.5601027424,-192491.80549203977
vanilla,vanilla,88736c6737fb33ac1a44cfac35b2072476c42e5c,2c56bd34645e12cfb9b3b86dc2c6038ba7bddb47,error,error,error
nextcloud,server,58e8312b1c9dbfd5af39ccf737463d9a3dd3f801,76e0ca785bb473ea63d7811349cc27d6999fde8f,-16170.24408747105,-12805.816488430359,-3364.4275990406913
torvalds,linux,484e36ff18341ca1fca4258139100b2e90530f53,0378c9a855bfa395f595fbfb049707093e270f69,error,error,error
HandBrake,HandBrake,4137a887b8fad760eb0c90d3ca90303aa3674740,c0bb5c4dd1476d975f872cbf0ab317bae6e1160f,12558.895986051435,9348.322234935169,3210.573751116266
php,php-src,35920eec263c9f989b493fdbc7226628de38cadb,e68e2893c07e712ad6469ffda0658cc1d04f66e7,-3735176.920623855,-3771142.0486686155,35965.12804476032
joomla,joomla-cms,b238e5021a9b191aef0260f8c1292853bfd31fce,b9b649cbae454943e3b73a6fbd9d5486cec0e8eb,-27223.353982016124,-20277.805960088954,-6945.54802192717
MISP,MISP,97772c3cee37a29d2e02463fd95c7847a12c412a,9cd1b0469d872a48afff17f5b2bfb9a6ad0ef8ee,-11644.024246682842,-44421.45997009253,32777.43572340969
openssl,openssl,c1acef9263b875cc80431b8054049dedc59cd41d,b7b8e948014d93e1eb6d954d0799ae68ab0e068b,-2172707.8651511837,-1713828.283344666,-458879.5818065177
pfsense,pfsense,f37a29b0fcc206321740f352662fb5a6e9dfe013,da60727cead91cc475c6fa2ddb2309ab79962467,-123000.12872621526,-133583.76076895586,10583.632042740603
vanilla,vanilla,1ef5241941afd392ec6fffb26c403f47f281bae3,51ec43388faf10f8779346d323aff1bd08c42eb7,error,error,error
lxc,lxc,74d968932956ef708a61b868a9772f8290ef970a,bb1d227404ff96564877a04ef9299c63f608f543,82.09555501786735,212.37027306108115,-130.2747180432138
jspahrsummers,libextobjc,5c037e9889ca374caa0a14957c4a82908d69ffc4,74c5013532866bc80249f25214e6eb3378075955,error,error,error
mantisbt,mantisbt,38eb7cf1f76773b44e3b05b15d35e5b8bdba012c,a97334abed5c323598644802bfa6cfd815c1206f,-1879.2363036216493,-53176.11639150304,51296.88008788139
torvalds,linux,7bd8826915989f1bd6917c11b0a4151b129e68cb,e3fea3f70fd68af0574a5f24246cdb4ed07f2b74,error,error,error
zxing,zxing,c2a6255e19fdd51269b95546307caf430328c2eb,99ca70d7f301c45429f9d4c62e127c20f2bd2649,7266.410080525551,-6845.035904004576,14111.445984530128
