owner,project,sha,sha-p,main(sha),main(sha-p),main(diff)
phpmyadmin,phpmyadmin,1d9cc70be202edd384c10033b1a4241233aa4f61,b628fcc8a908d0fecf391cf2cc161691255dbbe6,-69263.93628169394,-85845.97623378494,16582.039952091
curl,curl,c7fb556f26f4ba8e29c6d98eed23478d5ce2efe1,793d0e27e1e752c961dd886dcd106c67f8bc8513,-41908.018912679196,-16560.16215294501,-25347.856759734186
joomla,joomla-cms,f3d3bd6deee36fc3da3752c8be655307317944a0,e7b1362a897fc364d19f10c866bd7f8c563cbcda,-20189.010264596647,-22418.73529970106,2229.725035104413
realm,realm-cocoa,7094b429026d876bfd96e9336c68cf64139e82da,13c6bc97eb6161671fcb39fff109c7cbf4ee2e31,-878.6729825284232,-1310.2243777008746,431.5513951724514
owncloud,core,46af7db3e30fea722d2f7f65e7e56eea99e286a2,98d0d48b54764162cfa9315e3c1f42915801d16f,48743.0863310212,17205.44033852246,31537.64599249874
dlitz,pycrypto,dd3f0007c546ff3f9258719226cb065a30155b2c,447a6194285701b36a320fe5ba548859e88d4d05,4664.703720374246,1454.0253520979763,3210.6783682762693
curl,curl,e8baa332d70379efc88bc0c261d6d01905c3506e,02c78ecf8134fc9961efd3563970672858d503fd,-38456.51698937862,-16471.515886135694,-21985.00110324293
Codiad,Codiad,763114ac0eaeac1339c31a3355f93591d69042c7,7b01d10681845cdf36e9b7641f91debe75c44eb2,-31501.389489943933,4315.190577347511,-35816.58006729144
rubinius,rubinius,460e0ac3509dce4ce94aa8be52173833e60a6144,dd7f76febefbb62c1259f2abc3252378c386b427,error,error,error
MISP,MISP,85e7f66ada595ca163cbd24634437c11decc9983,62a3da46f2aeb728544665c51bb39172df2196bd,-5132.51121058972,-43782.7115119224,38650.20030133268
nodejs,http-parser,8d9e5db981b623fffc93657abacdc80270cbee58,1776708191e5ba7ac4b8a1e06d3a55f363cfbfe0,error,error,error
josh,rails,36253916b0b788d6ded56669d37c96ed05c92c5c,fc042435a6f571684314d60e9605e3331b7435f9,13621.264800280378,7956.162530695255,5665.102269585123
juozasg,catabuzz,72fc798753fc91c97d5651cbdc2fc08678929fdf,bb87bb93a26d8714fe95ab4dc5727d6715b5e380,246.93471506003857,360.4888629905854,-113.55414793054683
josh,rails,3eb16cea7eeecaa8815baabc75dfec3cdad684c2,64249223ebb2b51814d8764c498b14a12d072b83,18429.673586987377,14689.003433160673,3740.6701538267043
josh,rails,851a4dce1597a94975dcf42c4b53a4b548e44ebb,d70d5219554b55b24586d559bd39d829317d523d,7853.626992860318,6036.400272835829,1817.2267200244887
josh,rails,3a6cf83b9a0d9481d9bfa87afea2155e524e0596,4965b1b96163aa7bbc5f14d237683a12300e0798,17230.478040474263,7952.843156870936,9277.634883603328
josh,rails,8c3e46c093023f9430c9772e81d58c9ee24de229,1650bb3d56897cfef4c7e6b86a36eed4f1a41df5,11821.991329317238,17431.9780068673,-5609.986677550061
openssl,openssl,32f803d88ec3df7f95dfbf840c271f7438ce3357,870063c83db6514b0cb637b86cadbc9f5c2270a9,-2284935.692228648,-1741288.0760288588,-543647.6161997891
torvalds,linux,29e744d088e3555f4efbdf390f01088dd66993b6,ff419b3f95ab7a97c5f72876b53f12a249dacc2a,error,error,error
splitbrain,dokuwiki,25ca5b173a87cd432ce8b4d1ba11ea190c37f866,894a80cc56d188b10cc78bb4c088bea731f991a2,-15511.480179760649,-4463.302612389385,-11048.177567371264
torvalds,linux,bd1fa4f0b0ddbed05ef98c28048d00db727c4b0e,10cdc3f3cd541bfeaaf1c6e1710b1500ca19aa7f,error,error,error
DrMark,ultrasphinx,079206fa4dd2dd9c843ef9f05a87f3e9230e1f10,af5493aedeeb35ac3c12fa927c6d0817922b2089,317.87289084473827,45.8355594895571,272.03733135518115
josh,rails,395d6b43b8857ba1e8bbeec941576b4740c400e4,8ce57652b224c01d474ef20b27ea3c3838534467,16820.924041904473,12035.279380070893,4785.644661833579
php,php-src,6b4b6b83410eca6cbac0beeac380d85789f4577e,c1765d7ffe94fd3278449db7b910cfc9263db13e,-92129.60344471381,-12996.197308380933,-79133.40613633288
josh,rails,0168c7a394e1f9a0462a8fc442e3cc3b205bd6ae,44e6aa7e19928f401e8728ddc2f4d7f6e3d6e105,16944.48373261757,5842.1819589011275,11102.301773716441
splitbrain,dokuwiki,3ad4c3cdc8d3bebaa2a9bc20d293c0af438f4923,6abea1c0be56a2cb5575c8921c3e6661ed565697,-2254.24698460777,-21562.08432048701,19307.83733587924
josh,rails,4c66ab2b2181a2c1d7163c24ce8aec0dbb3bef7b,5dc2e3531babcbdc165884d1a47cbcd13455522d,18293.519249819416,16827.126065981316,1466.3931838380995
php,php-src,cee97220285fd7b955a58617b3e0300ec104ed87,a6bcfeccf773485657e8fd99f121a5810cfe2097,-13297.86964972311,-85152.79521295197,71854.92556322886
Pylons,pyramid,a3adaeb87ceb2e7ae55bd9e56fcb0accee7c3d85,cefcf8732b9e17bcde5b2b16fdd9c5118caa3f83,-184.5272063613932,-584.6006832888551,400.07347692746185
WordPress,WordPress,061c5360313bc7ef063a6bdfdeee33060d4ae205,35be5138e9e989bba415e827e1e2f91c01d340e8,-88784.2007886586,-175438.87193231127,86654.67114365267
cakephp,cakephp,76d69fb0c72559a59dda40a04205b0e789244875,c46244d5cea0d069fce4a31746f19887861e110a,-3318.134320455051,23000.44174107141,-26318.57606152646
vanilla,vanilla,5f2d9a90f82d079396886966c891b404a0cc8b32,5f6f4afb8cb371d53c97dddcd31ee227cdade6fb,error,error,error
nextcloud,server,3f44a28e28fee76e488c8f0f16cff4e527a8d578,dd03fdebec98cfbfb40e968904492e99dbdc4cb8,-11150.356089107452,-229844.0606472371,218693.70455812963
curl,curl,3e16c3e73ee9391e228b04bb088d2643d28150d2,d2b36e466afd69b6e2b202aca21db3bd2e48b190,-41336.89436203017,-49503.88368109908,8166.989319068911
forkcms,forkcms,d103bc93f874816a12d830aeb2c4219b9e150c23,eb3aa4bce9bd1c81af70691a707f77fe2fcf7530,270.4010225703311,13684.616758535818,-13414.215735965487
php,php-src,e03b0dea7d5298ff60bdf25af7f565f0e0c2a7a9,2f0d084ab8228e1e5704a3fb66fb1c9cd6bd411e,-6057.034984080746,-9951.412851765319,3894.377867684573
josh,rails,c1e649a3ff09c2b72b5742886a646d0130e6670f,4c34ad37b2e15731ecf22686fa98755ca0c4757e,16575.25611956542,18593.75772892766,-2018.5016093622398
Graylog2,graylog2-server,a500031a835aa5be074b5497a9f5332601b49ea6,d30d9b7f9525ef9113ebe52aa8da5394f123d188,-1980.645519008805,2533.2714532458403,-4513.916972254645
joomla,joomla-cms,21b3301339a87cd114d8d5889350f484ac94b58b,dfc894ae15316599f170587818b82febab3856bc,-902345.7954185616,-26819.2870478121,-875526.5083707494
edx,edx-platform,5f612c78196d591833e114a4ca6ad00532dc50e5,9e8a24bfc0efc218da55ccbb3a92d9d95243cc45,4257.270248141027,18066.53247742853,-13809.262229287502
php,php-src,432e91f1121595e2dacd6f5ee6436b5f8c12dde6,afb6ca2566691a673b7e638ffd7e3181e21d80a3,-12938.860811742887,-20528.331850044022,7589.471038301135
deeplearning4j,deeplearning4j,9357ebf4267fc8ac5f7244babcf6a2d5a87ddfc3,72b70da28e19c1571334e0fd23b2a58cd9441461,-13613.934799147792,-2043.19221292565,-11570.742586222143
facebook,buck,a79914b1759cc682b3870584873ab2ef4a79c48d,0a1d56cb84380b3a3563402721cf2829f7e1d66d,-2126228.2450670525,25940.09102992802,-2152168.3360969806
dlitz,pycrypto,99c294233d292882dbe6bfc3ce7a4375507c3daf,80252248ab1ac8599b946e026dd8895146977903,1419.6895314872834,4675.480864679634,-3255.79133319235
josh,rails,0ee7331c35994e543df396548c5b455c00c96cb7,1879c259b870938c42d5d52f63123bfa0b8c81c8,17249.77013856094,17498.070982968027,-248.30084440708742
josh,rails,673daeabca18a3d96171c86bcdd03fd3d0091a73,c5bdf6c5aee61848bee67b307287e2f28ddca173,7845.819250093369,16448.80789218887,-8602.9886420955
Pylons,pyramid,afbc5d57ddd848b7f2e8c8190afc2109c7563496,4517ec56047d5f33e0b190b69be2be1029612c05,-2263.103909954184,-484.27354061741045,-1778.8303693367736
php,php-src,633c328cdfef7449cbbe99aa0ab47cc022cfeeb1,c22da81b71abe8c41a94fdea4e95a2bca8ec926d,-9747.354211992239,-4774269.70811725,4764522.353905258
reverse-shell,routersploit,09a1492c982d834d6a2359685d5df3e920e78f37,235446adfa3281ea749355a461f590be4bf324e9,557.6444108191771,383.3097724278249,174.3346383913522
josh,rails,842dab0c29bb05b98856aeb333bb0c2d14601a50,6daa46621b7145fcf948f48bed01d3cfe9221613,8824.59024535389,18366.280579215276,-9541.690333861387
AFNetworking,AFNetworking,23763688de09e15e21d367ad022c3dddd509a982,e501c8e37b7e1d3f0a48ff6492cb8a3e7c5b43b9,702.1411395446189,1181.3999035937052,-479.25876404908627
mantisbt,mantisbt,896f6eb98230c0ae3a6d843aaa805b915ceb800f,8414dc7a5e025958d44deb5f9a072e3caa0be381,-1615.438812535389,-82488.19345660454,80872.75464406915
apache,flink,31310cd657381d4035cda9659d737ed440f90d26,3e85fc6138b555a6a5595fcba73a024b2dd5c179,error,error,error
P0cL4bs,WiFi-Pumpkin,45e0f06bc38da6007f8ef836cd0d23f8ed57c78d,d2d966d8911eb90c3adc4764bc63cf0ae97fba08,739.0838285038145,-292.72499241630953,1031.8088209201242
openssl,openssl,4e712c48abaf8e4f1925d52b69caec2a15e01d4d,6aecef815c3c989f6fa2a7b6edf2984e76306622,-925709.6414178371,-95439.28445265171,-830270.3569651854
haberman,gazelle,1378e59d19406da75b5283c7f8ed106b6a9a438d,912eacb66a536349b3e7dd45421d492638180887,error,error,error
splitbrain,dokuwiki,9cf8b6e0e4b94473739d2b36a906a848b9410f7f,0f3058750a5c51ab212bb73db103969bf6f03953,error,error,error
owncloud,core,d10e137939d8f88d3dd742ec71c653628467c51d,4e327295c65b25fc5d6ceec5a8242eecf57b94e2,error,error,error
mantisbt,mantisbt,362bb1b33686ebe0bb337119c2ba00f20f7bf5f3,23da4e0c814e6ed5ee1fc51be6d2b5f15866b7ca,error,error,error
frappe,erpnext,3d21463a8a929f3f6060f4ee14b199883f2c89d2,3667da1053aed4ac6f8464f3cd91d399ccbaa472,error,error,error
torvalds,linux,54f34e1e4d065ea38f531341018b41c590d71861,04b03594c73c1877a98c7a657cc45bf5e9d89f7c,error,error,error
dlitz,pycrypto,9df50513c6d401656d26c87937c63b6e9e77a0df,0782d68840d0ebf850516e606e398b8a5396eb64,error,error,error
grails,grails-core,abf86d4d505ceb72258485c32ee24f5d347084e5,e6d2467ef35804fb8e10db129a28457f4cc23298,error,error,error
WordPress,WordPress,9953858514fe3abd72d1d2d227d5557084171382,137705d20ba6f1d878e5f4378905e51c34631316,error,error,error
grails,grails-core,29c5b1c427faac971d38017c964a6d8874300189,d10659d4aec4ca3a6760f04b3b22a9d0ff656e3d,error,error,error
josh,rails,23851290dc64b9e352618236e3504c76dad52b2c,efbb041fb0146d5f633c2e645217f3a734539f11,error,error,error
mantisbt,mantisbt,8717adaade7472f338bccc555b1af13cd1f3a3fc,6f0d8df6f772e4ef6517ae6fb92057670b07cb5f,error,error,error
cakephp,cakephp,957322ec825492d94d348199391732bec03bef6b,33a38118b69ef9289d95183ca24b968f33c33707,error,error,error
owncloud,core,2dfa02a34647010d26efe61598ff800c94b9c0d3,c88cf5cae558c598714ca88f5e8fe917c0411d31,error,error,error
joomla,joomla-cms,d23e36fb1faea9b5ae22b82e9acb3bf068695f17,1011d21ea64aad20ca49d266b860f1afb5ffb18c,error,error,error
php,php-src,2cb8950cc2ce784a9660a3e07ddf84a9094cfe91,e64b5c704543df0e9d1925cf52622b1dd686410e,error,error,error
laravel,framework,44084f213ff38ea417fd6b08cb30a0f1ee4fbceb,91fd7f2b95c30af866838270beb91be9a2de55f2,error,error,error
openssl,openssl,a15cfae6561e9f68e6fd505f718e04fd9adae86a,41bff723c6784cc846054a4fd4add6dbec8c2c64,error,error,error
