,owner_sec,project_sec,sha_sec,sha-p_sec,main(sha)_sec,main(sha-p)_sec,main(diff)_sec,owner_reg,project_reg,sha_reg,sha-p_reg,main(sha)_reg,main(sha-p)_reg,main(diff)_reg,pattern,language
82,josh,rails,9a385394acd6599ff588daad491e9e07ee716091,05d4653cef1c1d8d77228de26d55cf6d6a0ce20b,13116.676822904867,13131.359644303098,-14.682821398231681,josh,rails,236f0bb67adecbc1e6dac5258e4a8cb310ffd7a4,05d4653cef1c1d8d77228de26d55cf6d6a0ce20b,6671.7424865033245,13131.359644303098,-6459.617157799774,ml,ruby
83,google,google-authenticator,86af4c32a2940b13397cac52eee435e6acedb8a5,a096a628455a05c5ff3b651e6aeb1dad9a646742,3326.569932621911,3326.569932621911,0.0,google,google-authenticator,6638f7623e4802437e32f481a44d8d428399411a,a096a628455a05c5ff3b651e6aeb1dad9a646742,3327.267877769627,3326.569932621911,0.6979451477159273,iap,c
84,curl,curl,3017d8a8d8849ebd4feae4f5eae037cd55736a61,cea1fd7a9414b628e3b462b08ee3b64f24a689d1,-60480.847727524866,-60492.368017214554,11.52028968968807,curl,curl,8274bee963851e4c620e9cba73f8fa6e2069da1d,cea1fd7a9414b628e3b462b08ee3b64f24a689d1,-15832.807253332441,-60492.368017214554,44659.56076388211,misc,c
85,mantisbt,mantisbt,66c142dc3b652cdb07d61f2edbf3a798234ef48a,b35d343671688056efcb63c31b7ac7e177eedcdd,-53245.90724551439,-53245.90724551439,0.0,mantisbt,mantisbt,400582a6c8c4110a1d28ca82c3d8af9fa82908db,b35d343671688056efcb63c31b7ac7e177eedcdd,-61896.84052754124,-53245.90724551439,-8650.933282026846,xss,php
87,MISP,MISP,77c9ce3b73ff8908de33c9b5b2695cc8d89e26ea,71b24464699b093753c3a663f6c19d45de57460e,-10671.721950007051,-10664.72647496148,-6.995475045570856,MISP,MISP,55f19fa2609722dd86c60f30f556d3ed8ad08e0d,71b24464699b093753c3a663f6c19d45de57460e,-18713.62444872254,-10664.72647496148,-8048.897973761061,auth,php
88,tornadoweb,tornado,5d430b100abaae34f9241af0d21e86622715d5a7,2b0684028a9ca38318ce5038fa611e7274576e22,-25.727190416416647,-31.161742322427266,5.434551906010618,tornadoweb,tornado,9d1af05323f9a7941e2336ce50972de65e18bcdd,2b0684028a9ca38318ce5038fa611e7274576e22,-1219.8322063672922,-31.161742322427266,-1188.670464044865,dos,python
89,curl,curl,0796a993171f627d546c42a8fb28e906528cc688,2497c42172307485fb60100474b68c1620041df5,-63958.422324612286,-63959.656478940225,1.2341543279399048,curl,curl,b45d50ccc26e172dbad499c258c2bf70777f9026,2497c42172307485fb60100474b68c1620041df5,-19245.70816502427,-63959.656478940225,44713.94831391596,ml,c
90,josh,rails,67d8bb963d5d51fc644d6b1ca20164efb4cee6d7,3a0b6c8e135e268c1550f93db1b63ba27457dec2,17096.78041201569,17136.368784048165,-39.58837203247458,josh,rails,eb9816831367f709e190b385717814b5d985fbc9,3a0b6c8e135e268c1550f93db1b63ba27457dec2,18749.7695149341,17136.368784048165,1613.4007308859364,ml,ruby
91,timburks,nu,f5ec423ec2090983f550575e76c51be4f8d1385f,8186b9cdaf1906f4bfa2a92229e2f95320e5d510,-1637.568776071749,-1644.329581888682,6.760805816933043,timburks,nu,7e3a0935e2a47d45fc054c41d587ae2090017286,8186b9cdaf1906f4bfa2a92229e2f95320e5d510,-7859.411969135002,-1644.329581888682,-6215.082387246321,ml,objc
92,facebook,fresco,f1e1f24de3d65aa06d51f7dde92651a3cb29ed76,6f92497f95bdfaef08ea69ba08453bb3094eb27c,10071.826731622466,10069.194850386019,2.6318812364479527,facebook,fresco,ac3267a73009eca3ee2882737ab1665f4c8590f2,6f92497f95bdfaef08ea69ba08453bb3094eb27c,9780.278334755778,10069.194850386019,-288.9165156302406,rl,java
94,forkcms,forkcms,772e1b5fd20df0f710d7151a62f40235252171d0,814f9bfa70c31421b7b9146bf96ea8e3a6bd3fa2,13683.211325716497,13689.665413863617,-6.454088147120274,forkcms,forkcms,f170c084e7abd1be65738b0914b617544049f769,814f9bfa70c31421b7b9146bf96ea8e3a6bd3fa2,20567.209981821972,13689.665413863617,6877.544567958355,xss,php
96,realm,realm-cocoa,d4184aa26cfa4e99b6e36502aee7f685e122facc,946e0a4a2e59a3bdf22c9a9220c1746b6bbdc022,-1045.8941005708468,-1046.6868438805166,0.7927433096697314,realm,realm-cocoa,5fff69825c0d10642a9b7b1f5ba1a122edec505d,946e0a4a2e59a3bdf22c9a9220c1746b6bbdc022,-495.81495794518617,-1046.6868438805166,550.8718859353304,ml,objc++
97,splitbrain,dokuwiki,8fcc3410e3603bb823483a739753a3c4a12e6d7c,041d1964bde2693df05726690877835ddae4e83e,-4635.362695493238,-4634.232832478369,-1.1298630148685334,splitbrain,dokuwiki,06c9ee33a6fa99795455452d90a155e58f1297d7,041d1964bde2693df05726690877835ddae4e83e,-11258.935715176991,-4634.232832478369,-6624.702882698622,injec,php
98,scala,scala-dist,01285f0475fec7a21bb4cb1f30363df2e294966d,5379de92c562ff3646e78ecb938d31bebcabce10,123.05291425015417,123.05291425015417,0.0,scala,scala-dist,83897e2bbaac16743904ec7087a34b0fa593dd0b,5379de92c562ff3646e78ecb938d31bebcabce10,733.2070267610289,123.05291425015417,610.1541125108747,sde,others
99,cakephp,cakephp,92e3e09fdc218ebf8eb50e896dcb1728d02eadfc,c4031bfd0a45420ef17a4a3eec45971c28e8e31f,21111.427900925948,21111.427900925948,0.0,cakephp,cakephp,ed4894eef2c68f9fe4444a891570d868d29af51a,c4031bfd0a45420ef17a4a3eec45971c28e8e31f,20300.571091490245,21111.427900925948,-810.8568094357033,pathtrav,php
100,mpv-player,mpv,337ad4fef400df103c8256152ca35512303fba66,8e4eee9a9adc0b40b0ad7f182808c77bf24f7c47,1548.240230454379,1548.240230454379,0.0,mpv-player,mpv,905d5efded7ed1c0cd7d327fc9a734de79407ec8,8e4eee9a9adc0b40b0ad7f182808c77bf24f7c47,1722.91538034813,1548.240230454379,174.67514989375104,rl,c
101,cakephp,cakephp,d685c1872046262c9180de23a74516c231bad203,49c11a821945513a5f8e44f52561ace6ba76e3c7,-3840.776061420351,-3826.548385428512,-14.227675991839078,cakephp,cakephp,ddcfd3e6281e7bac4f6940f161078690f11063e9,49c11a821945513a5f8e44f52561ace6ba76e3c7,20020.92455313198,-3826.548385428512,23847.47293856049,pathtrav,php
102,Codiad,Codiad,d76cf0f8627126b2f68f0d78e60d6edc58bac2ee,7b01d10681845cdf36e9b7641f91debe75c44eb2,4315.190577347511,4315.190577347511,0.0,Codiad,Codiad,99db82889c13420944480b87fd3d6088d04ab831,7b01d10681845cdf36e9b7641f91debe75c44eb2,3088.13651321665,4315.190577347511,-1227.0540641308608,injec,php
103,mantisbt,mantisbt,294d34c3ad18a85e0b7ecf498d1679544e58da80,e1ac36d37af93685cc8203d4dc930cbed047e744,-56928.85768068485,-56928.85768068485,0.0,mantisbt,mantisbt,024645e79547766620e05f7cb67ca0fe6f680bb3,e1ac36d37af93685cc8203d4dc930cbed047e744,-7220.316403089435,-56928.85768068485,49708.54127759542,xss,php
104,ci-bonfire,Bonfire,26d3cccc472fca71f4e945f6bc5994dc2879c520,e7800df796da60c2cac7ade0fd3949d6907e3664,-4032.884988925069,-4032.884988925069,0.0,ci-bonfire,Bonfire,b4f6a483c6428fe7b1c6accffd6ee36a897e8ebc,e7800df796da60c2cac7ade0fd3949d6907e3664,-4562.128581687742,-4032.884988925069,-529.2435927626725,xss,php
105,josh,rails,b29e89368841869c92d706addddd09f436a3ea2f,c6372d604952a8eef16ce73a06814aa143b94779,11863.693351495043,11864.096836056064,-0.40348456102037744,josh,rails,5ef8a81b846120b51b35503f5c2079036b321630,c6372d604952a8eef16ce73a06814aa143b94779,7477.70383038628,11864.096836056064,-4386.393005669784,ml,ruby
106,josh,rails,6256b1de9a2d968b0d123ad6a09b33de01019ae6,08d0a11a3f62718d601d39e617c834759cf59bbb,17442.656710451007,17440.37150031374,2.2852101372664038,josh,rails,fbed63aef056a2fbf9cf1eb846e7f8948001601c,08d0a11a3f62718d601d39e617c834759cf59bbb,12545.962232439051,17440.37150031374,-4894.409267874689,injec,ruby
107,WordPress,WordPress,19848b9d90b63469d3c70b7e79400d10795601d0,60de32b047a658529d049e7e541ba7105cbdbcee,-34502.16770163328,-34402.09593900986,-100.07176262342546,WordPress,WordPress,1cb39b180f8c1f20447e25c832e2286584e97d9b,60de32b047a658529d049e7e541ba7105cbdbcee,-89750.87558135638,-34402.09593900986,-55348.77964234652,xss,php
108,forkcms,forkcms,5efe4f5ce856010066dba721440c008b3c3d3c4e,a9d22fb220777aa4890b2901f39e1c56b39b43ec,13689.665413863617,13688.928160245827,0.7372536177899747,forkcms,forkcms,6ede060b16c8c8a9438f75519dec220b870df4b7,a9d22fb220777aa4890b2901f39e1c56b39b43ec,12158.112702779765,13688.928160245827,-1530.815457466062,xss,php
109,mantisbt,mantisbt,7d3dd4305a7ec19b351e6e63e823cffa17d40d9a,8961a6670e5baba75445e8a23331ab82e1d7618c,-53148.86617300149,-53182.08148758297,33.215314581480925,mantisbt,mantisbt,12a7f8342b9df21b694a7c0bf23f251230add2ad,8961a6670e5baba75445e8a23331ab82e1d7618c,-53714.93066815847,-53182.08148758297,-532.8491805755039,sde,php
110,WordPress,WordPress,d3100d05cb6e4a3183117ccc901d6119cb0236cc,91d7e604f2591371481831434823e6d44d5f830d,-10661.426364001632,-10661.426364001632,0.0,WordPress,WordPress,f6c86216a633180af7f732e8cff42e6f09b25954,91d7e604f2591371481831434823e6d44d5f830d,-11469.905299673104,-10661.426364001632,-808.4789356714718,sde,php
111,curl,curl,fa1ae0abcde5df8d0b3283299e3f246bedf7692c,38ed72cd3733e0d809c4b7023151d3f06e7274ef,-48455.62171655711,-48454.08901461745,-1.5327019396572723,curl,curl,075c534270421964e1c4709e4f87a99e31d1f1d1,38ed72cd3733e0d809c4b7023151d3f06e7274ef,-22660.284625490574,-48454.08901461745,25793.804389126875,sde,c
114,owncloud,core,a862fec9a329c449b808e8d888764cbc9cc0bc19,5e711f37ca3f009317a3c8cd0e47ed4f15922142,-11122.79099043884,-11122.79099043884,0.0,owncloud,core,24b4806af4a9b485b4b9a772809d118e91c6d97f,5e711f37ca3f009317a3c8cd0e47ed4f15922142,6118.919798454727,-11122.79099043884,17241.710788893568,auth,php
115,josh,rails,33cb47ee488b2381d87f5bb36818cae5fa76c22e,1879c259b870938c42d5d52f63123bfa0b8c81c8,17498.070982968027,17498.070982968027,0.0,josh,rails,6f429f375e43529f2dd1a2f37cbaabeef40c6ea9,1879c259b870938c42d5d52f63123bfa0b8c81c8,13578.032436773556,17498.070982968027,-3920.0385461944716,misc,ruby
116,cakephp,cakephp,587a04ab84f2ffeb5bff7ab06a7790bc201581ed,aae0f762dd19c5bc2d171d7c8b06d63bebebe381,292.2270413597059,297.5978666822222,-5.370825322516339,cakephp,cakephp,17be6d04725afcc92d56a51e77e170268886fff9,aae0f762dd19c5bc2d171d7c8b06d63bebebe381,-452.01561442460263,297.5978666822222,-749.6134811068248,xss,php
118,openssl,openssl,e677e8d13595f7b3287f8feef7676feb301b0e8a,d3cc5e610d1719a35cda52c9152134b490a8c944,-1808812.3416238918,-1808775.8936119617,-36.44801193010062,openssl,openssl,d5a25ae0deeabc9baaacef64f4c23fbd0c2d67e9,d3cc5e610d1719a35cda52c9152134b490a8c944,-1808293.4514985858,-1808775.8936119617,482.4421133759897,dos,c
120,lxc,lxc,5371906219ff19886169612993efbb8e82f749a7,2802732032aeaabe8c793ae76112d9c8ba13ee23,212.37027306108115,212.37027306108115,0.0,lxc,lxc,223b1e0c874181883d0f75f9d7e7f80a67f85faf,2802732032aeaabe8c793ae76112d9c8ba13ee23,180.54433636788647,212.37027306108115,-31.825936693194677,rl,c
121,openssl,openssl,5059658219465c2e3e15f45c5ca3a0d251cd5fba,d9f0016bc57ac680d30aa1f32c9aef91acfe5aa4,-58684.434192396635,-58677.04936442585,-7.384827970781771,openssl,openssl,52c4c51f02c1bec0440f520aa98765072d1f0286,d9f0016bc57ac680d30aa1f32c9aef91acfe5aa4,-118218.16036833172,-58677.04936442585,-59541.11100390587,ml,c
122,mattpass,ICEcoder,fa48d0d2f059fb8921e895b9e20e79de3c726154,ec44407e25b15bf70c734cae759092456d0e5c87,52.52731103990809,52.52731103990809,0.0,mattpass,ICEcoder,6aa2d0e533c1d5f23d5089b1ef1997a148a4f600,ec44407e25b15bf70c734cae759092456d0e5c87,37.46643514351023,52.52731103990809,-15.06087589639786,pathtrav,php
123,MISP,MISP,8e75f0826f6ebad2cb69eaceb437a6b3a0ef359a,6d1dc6df95c25d256115b852fa68f5d7594b3b7a,-2162904.025938578,-2162652.6044237427,-251.42151483520865,MISP,MISP,6711c7441ff646759fe5a7fef93fcd7789c88bf2,6d1dc6df95c25d256115b852fa68f5d7594b3b7a,-9867.47175027907,-2162652.6044237427,2152785.132673464,bac,php
124,zxing,zxing,6c5b6849b7f60dd80a93031cfc39808dfac5b84f,1f2699c196285fd2a898478413dbde20b63d6d73,5822.214276487985,5933.978449121757,-111.76417263377152,zxing,zxing,5edd5dab7795cca962cb01f569482b6324552efd,1f2699c196285fd2a898478413dbde20b63d6d73,7976.236788365556,5933.978449121757,2042.2583392437991,misc,java
125,pfsense,pfsense,21eff66f3199bb0c50c9ea5a9a473043dd4991a1,ce0a5816476bd4703b85a30396123f13da5be174,-58508.63211107908,-58505.57091358629,-3.0611974927887786,pfsense,pfsense,4c613f84820a88c9b047e554b200accab5201f24,ce0a5816476bd4703b85a30396123f13da5be174,-103152.43001989824,-58505.57091358629,-44646.859106311946,xss,php
126,splitbrain,dokuwiki,395c2f0ff3e87977ea2573587a11f4ef294433f2,1ee9b48eeac0acdc23d10bc12e2efa22a01f9989,-20912.459903668358,-20910.79133056068,-1.6685731076759112,splitbrain,dokuwiki,056cb2ccb4da10b9edc056f5ad283299f4524416,1ee9b48eeac0acdc23d10bc12e2efa22a01f9989,-12648.314413409413,-20910.79133056068,8262.476917151269,misc,php
128,technoweenie,restful-authentication,53f3f3b3eda05a2d064bb424fb014f646ae72957,c855a1653ee6fe2b112e041ff92ce1aa507434d6,510.3116944877536,516.4781866418043,-6.166492154050729,technoweenie,restful-authentication,68cbb447208e1a9cf6d82e961aad2c129bd0d455,c855a1653ee6fe2b112e041ff92ce1aa507434d6,540.7028936797693,516.4781866418043,24.224707037965004,auth,ruby
130,edx,edx-platform,6a850e27bb97b30447fd46ccfb277367c2ed13c1,4d656061becf7b92dd4de3cc9baf7460ac729386,15071.25010884778,15071.007475954253,0.2426328935271158,edx,edx-platform,dab4728ff38c80d1ba2976f72dd693b5d4f498fe,4d656061becf7b92dd4de3cc9baf7460ac729386,-431817.2954111989,15071.007475954253,-446888.3028871532,bac,python
131,mozilla,kuma,d186dd1e20a5d0f1b7d295d410485bcfb7807ea4,e43ed532e9623eeea4a492c7477c76acf8a2f995,-589.2623748952759,-582.9837892266627,-6.278585668613232,mozilla,kuma,be2bad79e9eafd76b214a3a259c9ca0d538748bf,e43ed532e9623eeea4a492c7477c76acf8a2f995,356.98410951783916,-582.9837892266627,939.9678987445018,xss,python
133,mojombo,god,83968f49057fe79dbd365734bfa2ab3df1778c8a,c173cedd248239b82f5e432b355a58e859d04b21,1594.8422058309077,1594.9682061151204,-0.12600028421275056,mojombo,god,02f914446716f7661abb43255539ae89e9d7c615,c173cedd248239b82f5e432b355a58e859d04b21,579.8139897411666,1594.9682061151204,-1015.1542163739539,ml,ruby
134,josh,rails,5dc2e3531babcbdc165884d1a47cbcd13455522d,6ea48ebfa68947ad66a516bdb7452e0faf3f70a7,16827.126065981316,16827.126065981316,0.0,josh,rails,2409c61661f0b1c4f946a99c215cc4b4635c0cd6,6ea48ebfa68947ad66a516bdb7452e0faf3f70a7,17355.45453595891,16827.126065981316,528.3284699775941,dos,ruby
135,rubinius,rubinius,6a23ed5d8b1fc7a81769fb502e98625a62e67cca,75842e976ec1db29b3719101c7fd3cca4df1a00c,-1296658.046345262,-1159162.060207389,-137495.98613787303,rubinius,rubinius,9d4a864d2976e679259ede9da9bdc2e57331b91d,75842e976ec1db29b3719101c7fd3cca4df1a00c,-84739.65198778357,-1159162.060207389,1074422.4082196055,ml,c++
136,php,php-src,ed7d4977bb0e99153c67d2873488b8f572627c8a,d82d68742c69fc20a5180a2dbcca4cac52435931,-13203.334260437823,-13293.270271765647,89.93601132782351,php,php-src,85b00d1dd4309b48bec3011f96609f9598c02ec7,d82d68742c69fc20a5180a2dbcca4cac52435931,-3725362.3561398247,-13293.270271765647,-3712069.085868059,misc,c
137,fruux,Baikal,1896af0a45ef30f2a3048a5decb838c2c1da5608,95b18da309438712ffec7e8c1f20984b9ec1e232,5403.109628686515,5393.916486747821,9.19314193869377,fruux,Baikal,7fbda2291a2b53235130a24e3b29015b101e1023,95b18da309438712ffec7e8c1f20984b9ec1e232,8120.750193545639,5393.916486747821,2726.833706797818,injec,php
138,laravel,framework,9664db9351090271b20d2162c106c566be17cdba,0964852338dbd918025838f7afa0591eff615331,15110.993582345684,15110.993582345684,0.0,laravel,framework,cbcdcf30e1e328ee7136490798da0baf1cdb089f,0964852338dbd918025838f7afa0591eff615331,17429.31118551586,15110.993582345684,2318.317603170177,auth,php
139,rubinius,rubinius,d66250e74e26d0b46e0330034b4967ce6e18fe70,1262f24460463628c7cc4e275b7c814048937b57,-1296658.046345262,-1296631.5196746134,-26.52667064871639,rubinius,rubinius,965b5abeb05d539a65244bdd8e5cc8b7c156174a,1262f24460463628c7cc4e275b7c814048937b57,-1159162.060207389,-1296631.5196746134,137469.4594672243,ml,others
140,Codiad,Codiad,a88b18027568d9c6539ab91932da84a45cd44e6b,601e89d77bcef6796301c1b7a6b75a30e7c393e5,-31493.139105357666,-31498.798878493162,5.659773135495925,Codiad,Codiad,5ce3f00a1104690feb5b495ec349db6b1d4b241d,601e89d77bcef6796301c1b7a6b75a30e7c393e5,-31436.150959120416,-31498.798878493162,62.6479193727464,injec,php
141,tornadoweb,tornado,90b8078739c8166d26de723178fb2151043e8218,2338348edda61c663fff8a7f6f77cf489bf63de6,252.72624146184853,252.72624146184853,0.0,tornadoweb,tornado,901fc49120d99e3166c30c1b871b8b48654e4401,2338348edda61c663fff8a7f6f77cf489bf63de6,473.7303481271221,252.72624146184853,221.00410666527358,csrf,python
142,php,php-src,6912dab9ebf0107f3da0b74ef899c536091ece84,79e7432c971e904c84b7774674fc71f805091fd4,-82851.32787647349,-82852.49833685497,1.1704603814869188,php,php-src,0499f9094f133258fee5b3e0d37c97fb45ef1432,79e7432c971e904c84b7774674fc71f805091fd4,-5005136.448113928,-82852.49833685497,-4922283.949777072,iap,c
143,WordPress,WordPress,757d3ba8ae2d8c10d90857f372ea22d6f914d3a8,c72cecbc5db600d3d659411dd649bbb1cfc66207,-64019.60776121894,-64019.60776121894,0.0,WordPress,WordPress,a43c737a0d9c80984e03372c1e2f7b181c0d2087,c72cecbc5db600d3d659411dd649bbb1cfc66207,-54394.12586444531,-64019.60776121894,9625.481896773628,xss,php
144,micahflee,onionshare,70c55511b13ae04b2108b8cb23177bac04542d1b,9bfde7dfcc317e516dc6f03724c40d35baa45970,745.0993973713113,741.705421480318,3.3939758909932607,micahflee,onionshare,ef7fa690f548926146562e3ec64d4eac02735a7e,9bfde7dfcc317e516dc6f03724c40d35baa45970,741.705421480318,741.705421480318,0.0,misc,python
145,ci-bonfire,Bonfire,52dc58de0ecc67374d112002eb31ed01cc43a11c,cbbbedc362a4bdf3887ae26dedb569bf123c9a62,-7472.884331858339,-7470.808615147778,-2.0757167105603003,ci-bonfire,Bonfire,5736c986f9e612c0cc2de93c3a2f8edd9c19e378,cbbbedc362a4bdf3887ae26dedb569bf123c9a62,-3564.2913044747215,-7470.808615147778,3906.5173106730567,csrf,php
147,josh,rails,9340f89849606dba02f44038171f3837f883fd4e,344ea048659f2ba47012f0330183ea4a96752732,15807.086667655383,15794.47963719165,12.607030463732372,josh,rails,a3dc8ba16f7c453ab3b12c2bf476bdf26a9e2a5b,344ea048659f2ba47012f0330183ea4a96752732,14821.38115023216,15794.47963719165,-973.0984869594904,injec,ruby
148,owncloud,core,68d55648d5904a86d21fb5258684687a31929011,dc41cf081cac227f0d73b56542fa6295285e170c,3947.0964435553415,3948.0300267457296,-0.9335831903881626,owncloud,core,1a5b4e1f0d84504a07231e13efde87a79b53adb7,dc41cf081cac227f0d73b56542fa6295285e170c,47935.36446397733,3948.0300267457296,43987.3344372316,iap,php
149,mattpass,ICEcoder,078068e2527747f5688997d5dc1293213de65bd1,69d8ddce7756802525bc07ac028b939e554a81ca,59.65164108795038,59.65164108795038,0.0,mattpass,ICEcoder,9712c369c1f287f27e2048922675dd40caf98009,69d8ddce7756802525bc07ac028b939e554a81ca,-169.4313847540215,59.65164108795038,-229.0830258419719,pathtrav,php
150,cakephp,cakephp,d5bde3fe7a5a66044d4778ccffed0254e2fc87d8,aad72871a09b8b1bf750cde84d42e6a4f4fd7d2e,-4226.163398750677,-4227.6272569651865,1.4638582145098553,cakephp,cakephp,49b316d6fd7af4ab24a299b163688b3d699fa8ad,aad72871a09b8b1bf750cde84d42e6a4f4fd7d2e,21128.535656258635,-4227.6272569651865,25356.162913223823,auth,php
151,josh,rails,79d50ce3104d2ff4a3964b12139120b85dce35e7,69fc0e1b5e6a3227576d67587c386142ef65854e,18916.74601830791,18792.203782021617,124.54223628629188,josh,rails,5f44411d948f0cefb6a968a357d305c4c97c2174,69fc0e1b5e6a3227576d67587c386142ef65854e,5587.493278119051,18792.203782021617,-13204.710503902566,csrf,ruby
152,splitbrain,dokuwiki,66b23ce9f134c838f393fa452c450f8b6fc147c3,0d5f4833689967dde7f9fc2cbd1b6ada533bbb73,-14378.697651614959,-14378.155306457078,-0.5423451578808454,splitbrain,dokuwiki,6b3830a370961065afb15ae996fc4b038e749b68,0d5f4833689967dde7f9fc2cbd1b6ada533bbb73,-11149.053250293045,-14378.155306457078,3229.1020561640325,xss,php
153,FFmpeg,FFmpeg,747a67fbab8ff74e4281ecbc947910fba13fd65d,754ebe3465e72894a5fef7407d6e1468fd40054e,241.68577331307117,241.68577331307117,0.0,FFmpeg,FFmpeg,fce88d52ca0b694a614e2cf030c3f622db65b164,754ebe3465e72894a5fef7407d6e1468fd40054e,2710.301850805645,241.68577331307117,2468.616077492574,over,c
154,FFmpeg,FFmpeg,a0bafaabb0656ca3bb3591beba0de79f6153fdac,7f2228dbfec0268b8b486573041043c0de1aa381,12058.415507284051,12058.415507284051,0.0,FFmpeg,FFmpeg,66328da700c73246e2d4c5254905f9e5b4e0fa31,7f2228dbfec0268b8b486573041043c0de1aa381,15659.548762857687,12058.415507284051,3601.1332555736353,injec,c
155,php,php-src,d735957cb5f8fee8d13ae68cf75300306c84374f,272cccd1759a358eb9a66e3fb10bcad373acb06e,-13168.142701022454,-13168.142701022454,0.0,php,php-src,cf582a32ef961cde0cfc51a0ffafa352d52edde5,272cccd1759a358eb9a66e3fb10bcad373acb06e,-5457492.827818088,-13168.142701022454,-5444324.685117066,misc,c
156,josh,rails,9f69ff12d44c4d1e475fd6efede120ccedba3b3e,d45e2c733d471b0c87f7cf721376ca4802450121,8150.204896787559,8150.204896787559,0.0,josh,rails,fc6b5337491fb37f7ec8bdee89ca199734f6fc62,d45e2c733d471b0c87f7cf721376ca4802450121,18666.710600653987,8150.204896787559,10516.505703866427,ml,ruby
157,phpmyadmin,phpmyadmin,d35cba980893aa6e6455fd6e6f14f3e3f1204c52,2ff7b4cc93eb88325b2ac2930b966208642c1111,-103394.16733862266,-103391.85436152342,-2.3129770992381964,phpmyadmin,phpmyadmin,71cf1ec80bccc588efe4d40394a26750d231031e,2ff7b4cc93eb88325b2ac2930b966208642c1111,-59334.15234937114,-103391.85436152342,44057.70201215228,misc,php
158,nextcloud,server,4bc88ef59d0f57b850c88c17469547ec66f76e79,d5566d026745da8fbfc6648184b5b7890956faf9,-12713.243301067432,-12713.243301067432,0.0,nextcloud,server,c42ce20054579a61fd810c29652355e15505a10f,d5566d026745da8fbfc6648184b5b7890956faf9,16499.401524259647,-12713.243301067432,29212.64482532708,xss,javascript
161,edx,edx-platform,4e66253c232b510683480ec51053cdc3fed1246c,a8284058e602eefcea76b6bccfbac6b3f75000d2,34669.50876372938,34669.50876372938,0.0,edx,edx-platform,322db6de7aea140f06b4b118d3094381a1d21d55,a8284058e602eefcea76b6bccfbac6b3f75000d2,34811.184339695705,34669.50876372938,141.67557596632832,ucwkv,others
162,cakephp,cakephp,fcec8ef537e61573b9dfe43d2742c56b40473aaf,0c7720e8f8f795233b5809419bfa024c4bed9eb1,17727.08772792858,17727.08772792858,0.0,cakephp,cakephp,fa7549dc4cd8e99cfcc4f7ad4c0abb4b7fc7fe34,0c7720e8f8f795233b5809419bfa024c4bed9eb1,-3319.8900912387967,17727.08772792858,-21046.97781916738,pathtrav,php
163,josh,rails,69fc0e1b5e6a3227576d67587c386142ef65854e,4751a8c51ff4b9766dcf8324347477095b7f940d,18792.203782021617,18795.206091388547,-3.002309366929694,josh,rails,e89ef3cee9a38f69634e8e7d55dc69841b06e55d,4751a8c51ff4b9766dcf8324347477095b7f940d,18582.403889812595,18795.206091388547,-212.8022015759525,auth,ruby
164,HandBrake,HandBrake,69231c990576f34c14054a6f81b09b5a445d1b47,c6633353555fbc58a13ad90f8dfc171430455eae,9649.18174663347,9649.18174663347,0.0,HandBrake,HandBrake,d00aec1e4b09b4d0e6497ca97d988fe0ea8e4594,c6633353555fbc58a13ad90f8dfc171430455eae,9384.13042389364,9649.18174663347,-265.05132273982963,rl,c
166,graphframes,graphframes,29c27111a7608f42e7d0b5f8a22b1957a196d74e,3ca57b38e9f2ead71e24e42abc84f3ba558d2b38,519.0097698519364,519.9652536187924,-0.9554837668559912,graphframes,graphframes,9c4939dbbf464e380f662081a8d5a5d7d24f0b7f,3ca57b38e9f2ead71e24e42abc84f3ba558d2b38,237.6744803345773,519.9652536187924,-282.2907732842151,over,scala
