,owner_sec,project_sec,sha_sec,sha-p_sec,main(sha)_sec,main(sha-p)_sec,main(diff)_sec,owner_reg,project_reg,sha_reg,sha-p_reg,main(sha)_reg,main(sha-p)_reg,main(diff)_reg,pattern,language
347,grails,grails-core,7c459eb23c8552fd9cbb975f1b77b998adcb4eb3,c16c4cdbb881a388237b709061e323a90ec75f34,17656.966551203237,17552.419052122994,104.54749908024314,grails,grails-core,b13496263128786a9b7e1195aa3907e085e947e6,c16c4cdbb881a388237b709061e323a90ec75f34,18302.36685761514,17552.419052122994,749.9478054921456,misc,java
348,openssl,openssl,1fb9fdc3027b27d8eb6a1e6a846435b070980770,ac9fc67a488427bc3e987f5a4c235e8fbeedf711,-1757469.8786726734,-1757293.7955062499,-176.08316642348655,openssl,openssl,959f67d6a4908639adbe52ca28bc365bdff8c2b7,ac9fc67a488427bc3e987f5a4c235e8fbeedf711,-85927.08040503004,-1757293.7955062499,1671366.71510122,misc,c
350,nextcloud,server,4bc88ef59d0f57b850c88c17469547ec66f76e79,d5566d026745da8fbfc6648184b5b7890956faf9,-12713.243301067432,-12713.243301067432,0.0,nextcloud,server,b318b9cf17a1225e0b43f659ea279b54fd61bf07,d5566d026745da8fbfc6648184b5b7890956faf9,28732.923459555124,-12713.243301067432,41446.16676062255,xss,javascript
351,libretro,RetroArch,062433491fb6d7f90e4eba03a3d8d943dd59de70,669599cfd7c2d316e9086d31e1ccaab5b5964adb,-1979199.9420707095,-1979196.7349278524,-3.207142857136205,libretro,RetroArch,b70d6292ffce37f8356099f9155bdf06600f81af,669599cfd7c2d316e9086d31e1ccaab5b5964adb,-45561.28918617611,-1979196.7349278524,1933635.4457416763,ml,c
352,osTicket,osTicket,7e7c4cf0a7daff517f37432fc9de4df34981ce16,aadec3435fe49bafdc3f86e09ab32c1ae5263f67,-13420.468120069574,-13410.450153169164,-10.017966900410102,osTicket,osTicket,158388e9625c87cc7d869beecc26a1e04a087869,aadec3435fe49bafdc3f86e09ab32c1ae5263f67,-23997.725997908427,-13410.450153169164,-10587.275844739263,injec,php
353,nextcloud,server,4a47fa255d12fc4cfcd3b675d4664398e0a72730,b0420ee8bec3146273e633b179f7e10423849434,-12361.433389092716,-12151.755791059055,-209.67759803366062,nextcloud,server,d1db727d1fba96dac59b42a62c49c32091216ef2,b0420ee8bec3146273e633b179f7e10423849434,26784.396914793833,-12151.755791059055,38936.15270585289,xss,javascript
354,cakephp,cakephp,3bf2559081c6f47542cf1ee7e52b73976de9a094,5b86377839a97b9d5667a0a08f8e62a79f82a4f3,21724.144153834673,21738.572725263246,-14.428571428572468,cakephp,cakephp,4621d59e023b6d377784a5257bab61fe4d2d70be,5b86377839a97b9d5667a0a08f8e62a79f82a4f3,24801.796540612602,21738.572725263246,3063.2238153493563,injec,php
355,nextcloud,server,0241ddc759f7e2d2695c4626df5d2ac27b8b1d90,c2e2c59ca7aa873bd07de04ea701a8b351383aec,10950.431121672542,11359.030826481627,-408.59970480908487,nextcloud,server,76fa7bab63190ac363222f7e3653ca04e14dab65,c2e2c59ca7aa873bd07de04ea701a8b351383aec,10615.912137474115,11359.030826481627,-743.1186890075114,auth,php
356,josh,rails,ba80ff74a9627f676b4c426587ce5ea487665e46,de0ed534f6055c365d05c685582edeceef1eafa6,7775.442788406065,7775.442788406065,0.0,josh,rails,c22a253d1a72602331db1eba3e91bc945eff2346,de0ed534f6055c365d05c685582edeceef1eafa6,18354.807573506856,7775.442788406065,10579.364785100792,xss,ruby
357,openssl,openssl,5b0b0e98cec653ae1e65e2251c3e0fc273945df5,d5234c7b3a4ebcd6dcc31a042838d90a27b57c82,-118102.62823338716,-118085.13300808384,-17.49522530332615,openssl,openssl,45b71abe7034c8985e1f932d88b4b1239bb27371,d5234c7b3a4ebcd6dcc31a042838d90a27b57c82,-1751452.5509629038,-118085.13300808384,-1633367.41795482,misc,c
358,openssl,openssl,1250f12613b61758675848f6600ebd914ccd7636,11e7982a7cc6cbbcbb13046ceed37639c26a0bc1,-1879837.9764621148,-1879646.8351649041,-191.1412972107064,openssl,openssl,d3a73875e2e420333aab98acf9d06841447fdebc,11e7982a7cc6cbbcbb13046ceed37639c26a0bc1,-89908.74539505433,-1879646.8351649041,1789738.0897698498,dos,c
359,mantisbt,mantisbt,603687bdd7ef0ff55761ef888a0433fbdadfc2eb,120e3809b394d0ad6b65eb5a1009c5dc4b157ceb,-23777.164137108968,-23775.633262415355,-1.5308746936134412,mantisbt,mantisbt,8802637f51909e011b08057a5911090be1f09a77,120e3809b394d0ad6b65eb5a1009c5dc4b157ceb,-82280.44925242724,-23775.633262415355,-58504.81599001188,xss,javascript
360,owncloud,core,74b5e22a684c3095dbd48b56da1a10d955c20305,d96e962fc1f5df7efec5266d34735ebcdc20b056,-12307.633466346619,-12307.246583803839,-0.38688254277985834,owncloud,core,4b1896712901ee0c4e71a25c8e1dd3dc18d63c46,d96e962fc1f5df7efec5266d34735ebcdc20b056,15471.54589374118,-12307.246583803839,27778.79247754502,csrf,php
361,php,php-src,cf4753691dc55999373d1c576f62ecb298723420,ae74549239f80ef40e978942b71c08a7e8a09a23,-3922454.952918194,-3922374.1335981837,-80.81932001002133,php,php-src,896c0e0690e9fa46a4b0facdb8b37c7ff1b52513,ae74549239f80ef40e978942b71c08a7e8a09a23,-3641766.0986807384,-3922374.1335981837,280608.0349174454,dos,c
362,joomla,joomla-cms,f625ffbf83d7a9c5093b93b2e946a07129b4091a,2c968f0082f70e9597679a4359c5b26f391b3ac2,-26819.2870478121,-26819.2870478121,0.0,joomla,joomla-cms,1eb75ac58dce117a3e7da86ff83459cc6b211ba2,2c968f0082f70e9597679a4359c5b26f391b3ac2,-28312.76518948935,-26819.2870478121,-1493.4781416772494,injec,php
363,openssl,openssl,3e8b6485b342d70e980418bc4bb2c60148d844d8,f2e8488b8521e133f4f6da8dba635c57d1387990,-739479.501975265,-739467.147709774,-12.354265491012484,openssl,openssl,44f19af7434cdb996f1ce11789150baa07db27e6,f2e8488b8521e133f4f6da8dba635c57d1387990,-2104229.616000299,-739467.147709774,-1364762.468290525,misc,c
364,owncloud,core,b86f2069ff1f434373c0babe0c28db5ee431498e,2f3c0a6d804609aa908b8e938943e3ab8679b0a9,-6905.93362191403,-6904.755347731756,-1.178274182273526,owncloud,core,a82d18d2f8e13edab296daaf2bda917381e78810,2f3c0a6d804609aa908b8e938943e3ab8679b0a9,4073.06130376871,-6904.755347731756,10977.816651500467,auth,php
365,josh,rails,4735e2ec656163e7400274e237ed37dff5e3fbb6,66dee26930048a0134f339d20d237a32ced2770d,13753.420008773945,13753.420008773945,0.0,josh,rails,64937891c71b56b3616e0f6cec01bb5d44463958,66dee26930048a0134f339d20d237a32ced2770d,5620.638034918895,13753.420008773945,-8132.78197385505,auth,ruby
366,joomla,joomla-cms,072e9bf0f2266885f40eb23d54da636280b9b088,f5bf6fbc15b4f2e1c30e2bf2d6eadfbaf654aff0,-22423.43093067364,-22444.66423039049,21.233299716848705,joomla,joomla-cms,a4a12486b16899acf0e61ba7f7ec0e770457e0fa,f5bf6fbc15b4f2e1c30e2bf2d6eadfbaf654aff0,-22612.871329880196,-22444.66423039049,-168.20709948970762,injec,php
367,dlitz,pycrypto,19dcf7b15d61b7dc1a125a367151de40df6ef175,373ea760f21701b162e8c4912a66928ee30d401a,5067.888024071009,5065.197270906287,2.690753164722082,dlitz,pycrypto,d0371286ed32131e809e859c6d6d8a5e58db9924,373ea760f21701b162e8c4912a66928ee30d401a,2276.8677953363385,5065.197270906287,-2788.329475569948,misc,python
368,cakephp,cakephp,abf1c69babdc6bb071bf4f6a26f60f091fa63283,7bdc47f797e8ce5b6251e1604d3229f5f9dc208f,22403.67419567033,22385.899863614497,17.77433205583293,cakephp,cakephp,9402f0ab79307946c0eabee63d0c19a46d6dbf60,7bdc47f797e8ce5b6251e1604d3229f5f9dc208f,-4583.581675904359,22385.899863614497,-26969.481539518856,pathtrav,php
369,mantisbt,mantisbt,44e140e9f634266d0a2f3101a9f2809a97702138,b8dc99376f4b0dde8e8c210086df5809061d01ed,-82576.60678480766,-82576.60678480766,0.0,mantisbt,mantisbt,b0a36575a6c404947707fc9f73031f963472e28a,b8dc99376f4b0dde8e8c210086df5809061d01ed,519.3707396146281,-82576.60678480766,83095.9775244223,xss,php
370,openssl,openssl,d3cc5e610d1719a35cda52c9152134b490a8c944,34e3edbf3a10953cb407288101fd56a629af22f9,-1808775.8936119617,-1808535.618400289,-240.27521167276427,openssl,openssl,5e428e7d0d53522e82a1eb6e418de8b7138e4cda,34e3edbf3a10953cb407288101fd56a629af22f9,-180867.32666253,-1808535.618400289,1627668.291737759,dos,c
371,PrestaShop,PrestaShop,d10cef87f99c60f6213f336220efc49f3821bcbc,ab2af6ff20716afccb4e828c9c151b56d2d3f6eb,-1474544.5929614264,-1474544.5929614264,0.0,PrestaShop,PrestaShop,b7130f512c84c040c693b0bb4a26963d7a47e55e,ab2af6ff20716afccb4e828c9c151b56d2d3f6eb,-580872.9329841947,-1474544.5929614264,893671.6599772316,xss,smarty
372,pfsense,pfsense,2003b5d8bc9c9b2b7aa72f4d3c4532c7349264cd,f17f9f2891b459e3f119ced5857469b96c57dde9,-96579.34798566089,-96572.78722162054,-6.5607640403468395,pfsense,pfsense,2d0177a4c9ed94d4b4f90ecf855fe12de74553b8,f17f9f2891b459e3f119ced5857469b96c57dde9,-50225.84281522974,-96572.78722162054,46346.9444063908,iap,php
374,curl,curl,686d767053e413feacb95fb7ddd9b3883984a3cb,ed3176dd6b5d9d6d26acc95f297cb3ef763ad54e,-23128.243524283942,-23110.04427273213,-18.19925155181045,curl,curl,6bec14f38e4601977b8908c626ba7bc148764580,ed3176dd6b5d9d6d26acc95f297cb3ef763ad54e,-66554.51779038201,-23110.04427273213,-43444.47351764988,rl,c
375,openssl,openssl,b79aa05e3babdbab92c6356f6e51f7bb43c41576,500b5a181df0e8e442e4cbf954213ff886b29df3,-237314.66831907863,-236957.9605454681,-356.70777361054206,openssl,openssl,c20a76f695922f409c316399f7290530f7728f19,500b5a181df0e8e442e4cbf954213ff886b29df3,-2340822.4232872818,-236957.9605454681,-2103864.4627418136,misc,c
376,phpmyadmin,phpmyadmin,ee92eb9bab8e2d546756c1d4aec81ec7c8e44b83,dba2af651a53d5037296a1dc827081a94ef1062c,-466748.0443600068,-466689.870003597,-58.17435640981421,phpmyadmin,phpmyadmin,ba346c27318358cc9b28214a29095d0268e78549,dba2af651a53d5037296a1dc827081a94ef1062c,-420533.56089411065,-466689.870003597,46156.30910948635,csrf,php
377,rubinius,rubinius,0a0289086b6a9e5bf1ffb0c58dba3ff5a80800b9,3e134f200b26f68d6295dd809baee5e609065fd4,-2482518.7621208346,-2473589.9206211525,-8928.84149968205,rubinius,rubinius,c2fef06437b428fd79630a650dc29d264a536adc,3e134f200b26f68d6295dd809baee5e609065fd4,-1299532.657047314,-2473589.9206211525,1174057.2635738384,ucwkv,ruby
378,php,php-src,617698dfe0f22bfa6041e6f0728136002d30d2bc,c2773ea02f94f4efa0be33f510088e8395caba1f,-4829678.684253341,-4829678.684253341,0.0,php,php-src,114b526649eef7b024179132176e7d36a3526f58,c2773ea02f94f4efa0be33f510088e8395caba1f,-5245782.270052868,-4829678.684253341,-416103.58579952735,injec,c
379,phpmyadmin,phpmyadmin,50d1a4884306ae6705f0bb665ba71da24089b6fe,4b133e277f1e7116ff30b2d0000019d1d58749d8,-64612.22612949385,-64611.85554265512,-0.37058683873328846,phpmyadmin,phpmyadmin,c84b7789c9d0d120c74473bf173189cf43487fdb,4b133e277f1e7116ff30b2d0000019d1d58749d8,-63676.11362392861,-64611.85554265512,935.7419187265041,xss,php
380,josh,rails,16669774903dd7bfaaf1bf8f0c72e49ebaeffeeb,1911f8eee928915f1020753a4a3ba34c81131a66,4607.5491632658195,4605.110080594016,2.4390826718035896,josh,rails,0b2e0528df36bcef4aca62b86f55e1ea85604cd8,1911f8eee928915f1020753a4a3ba34c81131a66,18186.654070009095,4605.110080594016,13581.54398941508,ml,ruby
381,cakephp,cakephp,df5c02aa8fe8220e432fe72a3bff1e09a2239f85,12aea2c0f74f7d74e9dd0d25433992fd14ae28ca,-2987.5530445809914,-2979.0083242738956,-8.544720307095758,cakephp,cakephp,6ea4e739a8e933d2e641888557e158a652e545c0,12aea2c0f74f7d74e9dd0d25433992fd14ae28ca,26757.583629642362,-2979.0083242738956,29736.591953916257,injec,php
383,forkcms,forkcms,1269fe8b3813c7b7d5552a2b88bc2e7bd4d0c1f9,e45964aa7ed3621df4963991d3df03bbd3d6b8ec,-495.6315460667103,-495.6315460667103,0.0,forkcms,forkcms,94c2b22444e442fdc257ed0b73616d9d3b7bb64c,e45964aa7ed3621df4963991d3df03bbd3d6b8ec,-7702.303395194391,-495.6315460667103,-7206.671849127681,xss,php
384,postgres,postgres,515112f9d4874aaedd0c093f41c0ba3e0bf7f660,b3eb4ea5d8c35ba9ec890b0f51d04c0b62d53a03,-1769110.4037504417,-1767678.3957747694,-1432.0079756723717,postgres,postgres,00b1827ae179fb36edaefc3d16775b9a1e65aad1,b3eb4ea5d8c35ba9ec890b0f51d04c0b62d53a03,-2572820.538620403,-1767678.3957747694,-805142.1428456337,injec,c
385,php,php-src,9c805a6cb31596c41609512bdd8a9a76c9ce9b15,0e51f9798c6cea1b155cb18342a43c54be55a1fd,-4801385.111496194,-4801258.302970814,-126.80852538067847,php,php-src,3d057850544114d5d4b993381aa79495e1b3a48e,0e51f9798c6cea1b155cb18342a43c54be55a1fd,-4785361.98514407,-4801258.302970814,15896.317826743238,pathtrav,c
386,pfsense,pfsense,f17f9f2891b459e3f119ced5857469b96c57dde9,35c9cd4463738ebfc07aa6099ebb8bd54e10434b,-96572.78722162054,-96610.75706770446,37.96984608391358,pfsense,pfsense,075b213831717d3ea719a7be1bf6485f6c493223,35c9cd4463738ebfc07aa6099ebb8bd54e10434b,-19755.109603637844,-96610.75706770446,76855.64746406661,misc,php
387,dlitz,pycrypto,0782d68840d0ebf850516e606e398b8a5396eb64,f49fd0e1b57071e52200806d095679753fe36e17,5337.94615976295,5338.13060345466,-0.18444369170993014,dlitz,pycrypto,2cd83df118feb1c6b375c94d53503ec338289c48,f49fd0e1b57071e52200806d095679753fe36e17,1066.5648282997965,5338.13060345466,-4271.565775154863,misc,python
388,Graylog2,graylog2-server,10e459de844424e3ea289eba84f963c033f76fad,0a038a4dad382499e0b8b5694d7d2d8c5635cef6,-1907.4888388134455,-1907.4888388134455,0.0,Graylog2,graylog2-server,859abf67f43061dc52a18923d1fc0e6a1f0a88b8,0a038a4dad382499e0b8b5694d7d2d8c5635cef6,5398.87686462787,-1907.4888388134455,7306.365703441315,ucwkv,others
389,openssl,openssl,e408c09bbf7c3057bda4b8d20bec1b3a7771c15b,a449b47c7d8e20efc8cc524ed695a060b11ef889,-1794124.0330421529,-1794063.2469179125,-60.78612424037419,openssl,openssl,c6fdd7dc2631d04743a58fc11aaeaf8b57fb5601,a449b47c7d8e20efc8cc524ed695a060b11ef889,-57646.91160044242,-1794063.2469179125,1736416.3353174701,ml,c
390,laravel,framework,953d0a8ba9827aee870f00afb3ca38721dea239c,b9f072942bc2f98da3018fa3c3bceeb87288b442,21959.65774653206,21958.64860284049,1.0091436915681697,laravel,framework,9ce806116c9f59d320cd73edf858bfdd53789c5e,b9f072942bc2f98da3018fa3c3bceeb87288b442,30602.57343244627,21958.64860284049,8643.924829605778,ucwkv,php
391,google,google-authenticator,86af4c32a2940b13397cac52eee435e6acedb8a5,a096a628455a05c5ff3b651e6aeb1dad9a646742,3326.569932621911,3326.569932621911,0.0,google,google-authenticator,6e1f4f64dc061a1fcb2c68815acd6367b69efa3d,a096a628455a05c5ff3b651e6aeb1dad9a646742,3327.267877769627,3326.569932621911,0.6979451477159273,auth,c
392,pfsense,pfsense,69eb2e295fbbea1ff16d4b20e7e056b70469aad4,d09ff9ef322608ea8c496121faccd3d778e71e25,-143910.173023628,-143902.54440938422,-7.628614243789343,pfsense,pfsense,7b4b0ad38eb0e3f00c7b1c8f9939a6c53d4d2df2,d09ff9ef322608ea8c496121faccd3d778e71e25,-122723.08301535234,-143902.54440938422,21179.46139403188,pathtrav,php
393,josh,rails,2d02199e1581db8dc84361803950b1697f493fc0,4965b1b96163aa7bbc5f14d237683a12300e0798,7902.350237549879,7952.843156870936,-50.49291932105643,josh,rails,d16c5cc99b4ac5a5517b643aabb3b31bf0f0f1b6,4965b1b96163aa7bbc5f14d237683a12300e0798,12271.470740523051,7952.843156870936,4318.627583652115,xss,ruby
394,php,php-src,b3962ab94052254cec19034b77af0ca040b50fdd,d9d74d37ac2de7267b3c9904bb6e77c231f4973a,-4729477.061858958,-4729477.061858958,0.0,php,php-src,c93d64375d337aaf992469b4aeeb616dd8ba73fe,d9d74d37ac2de7267b3c9904bb6e77c231f4973a,-1474848.4665820983,-4729477.061858958,3254628.5952768596,dos,c
397,WordPress,WordPress,f359dab72ea6c3666ba5df592d1efbb0afb5b13d,f52618027882684bff690b9428e4d3077075a900,-20237.17668396527,-20237.17668396527,0.0,WordPress,WordPress,751ce362dbfd40a3eb49a225710e4eeae074ab19,f52618027882684bff690b9428e4d3077075a900,-65128.464848474236,-20237.17668396527,-44891.288164508966,xss,php
398,apache,cassandra,260163994e4ac71fafb0578cb143ab4f0f22d6ad,52430b93e502dd44f6f0e1bf097ccaaa45e74fd5,-59937.02875596048,-59946.85809434169,9.829338381212438,apache,cassandra,c5b02422e00aa0015d9dc399bf5ec71555b38a56,52430b93e502dd44f6f0e1bf097ccaaa45e74fd5,11329.112955909864,-59946.85809434169,71275.97105025155,rl,java
399,owncloud,core,f5fe95a1315200c7e0c08544b2aad5ef69167d7c,bd804b74c46ed6779bf82a506711b48644a197f4,2750.2688888975586,2756.074158668788,-5.805269771229632,owncloud,core,3d49631b8d6a7cee9e4c9d4aedadf44304426fdb,bd804b74c46ed6779bf82a506711b48644a197f4,8184.020369694948,2756.074158668788,5427.94621102616,sde,php
400,josh,rails,bdcd5f94b2efdf661f201917d63476c245aa7c09,e167a54785e319c526b638d591eaca0c4da93a54,17665.965905052257,17787.071859753218,-121.10595470096087,josh,rails,98fe2ac902baf056c848b1cbd82cfb18ead53cf6,e167a54785e319c526b638d591eaca0c4da93a54,17434.108761016523,17787.071859753218,-352.9630987366945,pathtrav,ruby
401,josh,rails,66dee26930048a0134f339d20d237a32ced2770d,e4479b2f1bc54edf155408d51dd3236955150ce1,13753.420008773945,13751.7337944918,1.6862142821446469,josh,rails,387e16afa905eff2943a94d08a471d402404eb78,e4479b2f1bc54edf155408d51dd3236955150ce1,13222.06460827706,13751.7337944918,-529.66918621474,auth,ruby
402,BradLarson,GPUImage,62d2a9f25d30d3dadac0d69a0e92eab8517c382a,ae6337068d981d7c89e69668b73e5202a1ec58f4,-6387.39728225107,-6398.218710822497,10.821428571427532,BradLarson,GPUImage,a1ea5c26f3514bb7c4f976e4d26d2177dff88704,ae6337068d981d7c89e69668b73e5202a1ec58f4,-6388.271055363721,-6398.218710822497,9.947655458776353,ml,objc
403,openssl,openssl,380f18ed5f140e0ae1b68f3ab8f4f7c395658d9e,37529928faa8456e85a9c5ad9255517da8dd0c61,-1750266.0164045505,-1749796.9891369403,-469.0272676101886,openssl,openssl,a398f821fa98b9923a426cf45b268cf4d56c89bd,37529928faa8456e85a9c5ad9255517da8dd0c61,-1584648.9688082305,-1749796.9891369403,165148.02032870986,dos,c
404,mantisbt,mantisbt,98f63cf5d7f136cedf6791606d4dfe7d1989f113,141cbe6e866797b102313ef0aa8f46896871ab9d,-77030.02094264599,-77030.02094264599,0.0,mantisbt,mantisbt,851aa1c3419e9885d1dada35b2c3a041782e181f,141cbe6e866797b102313ef0aa8f46896871ab9d,-52684.395844293715,-77030.02094264599,24345.625098352277,xss,php
405,phpmyadmin,phpmyadmin,9b2479b7216dd91a6cc2f231c0fd6b85d457f6e2,e9e3998949adbacf82b90e9d2061bf56e609a373,-287035.52262099256,-287026.3418037027,-9.180817289859988,phpmyadmin,phpmyadmin,da7e232b23d4110116cf9636e0e35800e6a211f0,e9e3998949adbacf82b90e9d2061bf56e609a373,-122406.14212809523,-287026.3418037027,164620.19967560747,xss,php
406,curl,curl,2acaf3c8046ae2c340f628d1af5ecc9be105f875,9756d1da7637d1913b7ca2b589e4635f32ed3e00,-59062.11599064959,-59062.364514710396,0.24852406080754008,curl,curl,2646af106b04480fa5b063625deb5feb25c8df65,9756d1da7637d1913b7ca2b589e4635f32ed3e00,-21222.209278218306,-59062.364514710396,37840.15523649209,ml,c
407,MPOS,php-mpos,1d5e69d219144a5abaac4b56418b60b63b272d48,5d8fecfd812bd74c320919b2e3dfd25421c17dc8,-4477.231700372319,-4465.907913433332,-11.323786938986814,MPOS,php-mpos,16636f6a39066d807ec02ddcd98464bbcd4aa8a1,5d8fecfd812bd74c320919b2e3dfd25421c17dc8,-15510.882712048766,-4465.907913433332,-11044.974798615433,csrf,php
411,openssl,openssl,80bd7b41b30af6ee96f519e629463583318de3b0,fb0bc2b273bcc2d5401dd883fe869af4fc74bb21,-1880180.5676501216,-1880125.0884611662,-55.47918895538896,openssl,openssl,378db52bb0177ae03cac3c3ba194bb6dec34a2d7,fb0bc2b273bcc2d5401dd883fe869af4fc74bb21,-2113799.737459593,-1880125.0884611662,-233674.64899842674,dos,c
412,mantisbt,mantisbt,3be86ce37bb469b211663da03f61ac2b28500d91,a6a3a136bd05df52f1ea4dd906230ac9ae9d9cad,-52577.336473947136,-52586.206986087425,8.870512140289065,mantisbt,mantisbt,af784760dd1b345ede110be7d474d18843949c3a,a6a3a136bd05df52f1ea4dd906230ac9ae9d9cad,-75255.36262389985,-52586.206986087425,-22669.15563781243,injec,php
413,mantisbt,mantisbt,e8bdd248213d2de9cfe1f9bd4bd9dc12b2f5fc73,622afd2d4bd40cc713d3e8ee7fa1d44fe5dfadd6,-52554.414901968084,-52553.66828293208,-0.7466190360064502,mantisbt,mantisbt,cb5007daad25bc604b8c53234e34eb1a6c5afd92,622afd2d4bd40cc713d3e8ee7fa1d44fe5dfadd6,-82172.50144882355,-52553.66828293208,-29618.83316589147,injec,php
414,nextcloud,server,d19de49606d45046f9d7755b180e5850bceccd19,56c6e6a334caf690184c84bae290ea596f53c3de,1132.9446200156094,1132.9446200156094,0.0,nextcloud,server,57122e8d89ac7ecfc888f11454956625502cc342,56c6e6a334caf690184c84bae290ea596f53c3de,-90021.14037766079,1132.9446200156094,-91154.0849976764,xss,php
415,apache,cassandra,ffbcb4b11b40c52253b02098ca0225b9cf426cd2,4d637f1f1b62593e0c52e49966e3f286bf65c3e9,-5434.055635084706,-5438.43709769389,4.3814626091834725,apache,cassandra,781b248f3123cb7e61d898803752609fc7d14537,4d637f1f1b62593e0c52e49966e3f286bf65c3e9,-3456.2958677600072,-5438.43709769389,1982.1412299338826,rl,java
416,postgres,postgres,a7a012d1677cc81e32c2dfda1aa9ec083fe6a295,47f14e7ddf4a1e139ca1a05e673be4f1d3c1dc06,-1014481.1464505115,-1014481.1464505115,0.0,postgres,postgres,3143220b15af73572e8b36056c1f101100cdeb0e,47f14e7ddf4a1e139ca1a05e673be4f1d3c1dc06,-70687.9187132521,-1014481.1464505115,943793.2277372595,injec,java
417,Graylog2,graylog2-server,d7762a19681f0a938efbfc57968e8d3ad824876f,5706650605adfd6c25c43b69056eb32f2a7730d1,1687.3824703501905,1977.8998157776043,-290.51734542741383,Graylog2,graylog2-server,64da22c6e16b67403963a8c0fa20cc5f76330af8,5706650605adfd6c25c43b69056eb32f2a7730d1,5350.829683886313,1977.8998157776043,3372.9298681087093,smis,ruby
418,MISP,MISP,415d85102d5aa5f96f4f11a17c86b59bb9cc0d56,9b67e5ecdb967c1c5e8a45435d141e57357b1633,-6441.590269223956,-6435.946839691294,-5.643429532661685,MISP,MISP,056dea9f80dee6933b042aca138b1b1bf3622673,9b67e5ecdb967c1c5e8a45435d141e57357b1633,-18418.983809993886,-6435.946839691294,-11983.036970302592,injec,php
419,josh,rails,eede82ccb980d9d1c67cddc6972a7125ddab1949,26238ac1731208949312f4f91d75011a2da30d49,8130.0322589585585,8135.730062752513,-5.697803793954336,josh,rails,41f7d07da3de09862f6308889a43f2f894320c0e,26238ac1731208949312f4f91d75011a2da30d49,17900.955645630023,8135.730062752513,9765.22558287751,xss,ruby
420,PHP-DI,PHP-DI,be416a1a595ab435c08211646aae76ef3635631a,b25b80079f09f0ae8d4f44d2502ac85008976b34,951.3971796882342,944.5685615382464,6.828618149987847,PHP-DI,PHP-DI,8e8a4385b1fbb940c3a2985a636c0b41a8e5f2b8,b25b80079f09f0ae8d4f44d2502ac85008976b34,1013.4551667685786,944.5685615382464,68.88660523033218,injec,php
421,google,google-authenticator,86af4c32a2940b13397cac52eee435e6acedb8a5,a096a628455a05c5ff3b651e6aeb1dad9a646742,3326.569932621911,3326.569932621911,0.0,google,google-authenticator,3b657d609497132c61352bdd502e26830e7f0589,a096a628455a05c5ff3b651e6aeb1dad9a646742,3327.267877769627,3326.569932621911,0.6979451477159273,auth,c
423,mongodb,mongo-php-driver-legacy,5e336f8664ea3c7e5f934ddfa49a7c65ec695bed,1d8402446acf5a00f7fb72de884de12b4458c68a,-792.1772659259968,-726.6987359874753,-65.47852993852155,mongodb,mongo-php-driver-legacy,7540465ac6d5f217c9e3702f6499802533cc38a3,1d8402446acf5a00f7fb72de884de12b4458c68a,-5218.804599560672,-726.6987359874753,-4492.105863573196,ml,c
424,josh,rails,ebfa43c423ac16bb699424d8d3db11855dd79a91,76797b443929005f43512a147e97f02f3145ed81,7460.017014533621,7459.492715109726,0.5242994238942629,josh,rails,097c0d61660aeee598900b1e748332f24eaec68e,76797b443929005f43512a147e97f02f3145ed81,6640.856905846741,7459.492715109726,-818.6358092629853,dos,ruby
427,phpmyadmin,phpmyadmin,bbccc368173294f8d713a0f4dbfca28560811b33,2d56821c0f1337ae3fec7e845a396e2b0448fdeb,-61865.832778603115,-61865.832778603115,0.0,phpmyadmin,phpmyadmin,a55100e4fedc8571e763c9e14b22d0babd6bcac3,2d56821c0f1337ae3fec7e845a396e2b0448fdeb,-276166.9247687267,-61865.832778603115,-214301.09199012356,xss,php
428,joomla,joomla-cms,4f455b16ea0c10d72045d0b15419a16d66046036,9c33979356e300c02842dc7a71f4294814b4edb7,-22444.66423039049,-22418.73529970106,-25.928930689427943,joomla,joomla-cms,ff262c0debb51d25e796c3ee51179eaf25445591,9c33979356e300c02842dc7a71f4294814b4edb7,-1197632.2470217096,-22418.73529970106,-1175213.5117220085,injec,php
429,josh,rails,e115ace02a88290d2fc707b4979f23728c300950,db8b636e50ee8a138f48117e8e8ad057cc7527a4,16829.419435519176,16829.419435519176,0.0,josh,rails,2a10a1efed4a6bc7db120d545a58d2f9ba28151a,db8b636e50ee8a138f48117e8e8ad057cc7527a4,17244.61953810623,16829.419435519176,415.2001025870559,xss,ruby
430,pfsense,pfsense,57627d9f3152f6ea984d3cdff71fa6e888784701,bef1056048aa2e0839fd5839e83da154f06c8c2c,-143916.4005782875,-143914.86986975564,-1.5307085318490863,pfsense,pfsense,e3b43e67f6be2e6a80fb580a66a277a7effd8c8b,bef1056048aa2e0839fd5839e83da154f06c8c2c,-19634.816937466152,-143914.86986975564,124280.05293228949,injec,php
431,cakephp,cakephp,1545b730ae756c2e565083fc66624cc9fb949f35,ae3d082dd6e29607518e557590ae74b7d525ff60,-3476.1693930446545,-3478.762586346463,2.5931933018086966,cakephp,cakephp,730a80f3e93d4e5d1fb312f1ec1d4f27e5439e41,ae3d082dd6e29607518e557590ae74b7d525ff60,17743.587710597927,-3478.762586346463,21222.35029694439,xss,php
